Metabolite name,PPI_Ylip_Ctrl_24hr_13,PPI_Ylip_Ctrl_24hr_25,PPI_Ylip_Ctrl_24hr_37,PPI_Ylip_Ctrl_3hr_07,PPI_Ylip_Ctrl_3hr_19,PPI_Ylip_Ctrl_3hr_31,PPI_Ylip_Ctrl_48hr_15,PPI_Ylip_Ctrl_48hr_27,PPI_Ylip_Ctrl_48hr_39,PPI_Ylip_Ctrl_4hr_09,PPI_Ylip_Ctrl_4hr_21,PPI_Ylip_Ctrl_4hr_33,PPI_Ylip_Ctrl_5hr_11,PPI_Ylip_Ctrl_5hr_23,PPI_Ylip_Ctrl_5hr_35,PPI_Ylip_Ctrl_72hr_17,PPI_Ylip_Ctrl_72hr_29,PPI_Ylip_Ctrl_72hr_41,PPI_Ylip_Low_24hr_38,PPI_Ylip_Low_24hr_46,PPI_Ylip_Low_24hr_52,PPI_Ylip_Low_3hr_32,PPI_Ylip_Low_3hr_43,PPI_Ylip_Low_3hr_49,PPI_Ylip_Low_48hr_40,PPI_Ylip_Low_48hr_47,PPI_Ylip_Low_48hr_53,PPI_Ylip_Low_4hr_34,PPI_Ylip_Low_4hr_44,PPI_Ylip_Low_4hr_50,PPI_Ylip_Low_5hr_36,PPI_Ylip_Low_5hr_45,PPI_Ylip_Low_5hr_51,PPI_Ylip_Low_72hr_42,PPI_Ylip_Low_72hr_48,PPI_Ylip_Low_72hr_54,PPI_Ylip_Osc_24hr_04,PPI_Ylip_Osc_24hr_14,PPI_Ylip_Osc_24hr_26,PPI_Ylip_Osc_3hr_01,PPI_Ylip_Osc_3hr_08,PPI_Ylip_Osc_3hr_20,PPI_Ylip_Osc_47hr_05,PPI_Ylip_Osc_48hr_16,PPI_Ylip_Osc_48hr_28,PPI_Ylip_Osc_4hr_02,PPI_Ylip_Osc_4hr_10,PPI_Ylip_Osc_4hr_22,PPI_Ylip_Osc_5hr_03,PPI_Ylip_Osc_5hr_12,PPI_Ylip_Osc_5hr_24,PPI_Ylip_Osc_72hr_06,PPI_Ylip_Osc_72hr_18,PPI_Ylip_Osc_72hr_30
TG 45:0|TG 14:0_15:0_16:0_Pos,18.31708953,17.22306543,20.31491015,20.38890148,19.1086787,19.02942972,17.12189755,20.37668466,20.51184462,19.31753087,19.09419607,19.91061385,19.07281494,18.22442789,19.78494838,16.77758622,19.69635416,18.52561731,18.41333507,19.71848906,18.2056263,18.94380804,20.17839122,21.07120959,20.15864709,20.0928371,19.90807229,18.77233192,18.960419,18.60227939,18.67818082,19.00341489,19.89751462,19.2567117,18.58080042,19.15710547,18.61397723,20.7919621,18.67890076,18.85140181,18.81633857,19.04160479,19.23279837,18.1054085,18.19177806,19.55225419,19.771143,20.10698368,18.65810788,19.11816891,18.13491956,15.77342661,15.19297367,17.50041919
TG 46:0|TG 14:0_15:0_17:0_Pos,18.61855261,18.08402515,20.70087182,20.69128036,19.71872241,19.6718493,17.39313094,20.57965008,20.79511878,19.89738394,19.70780192,20.45549466,19.8140757,19.03075893,20.02284125,15.86388477,20.0885947,18.75496758,18.67186277,20.26743241,18.55433884,19.47185676,20.44826978,21.39295207,20.75575927,20.68046636,20.56327689,19.64954859,19.78753425,19.25343434,19.11953833,19.45135519,20.4500106,19.49191497,19.2680742,19.71820854,19.12676241,21.25266154,19.17543494,19.48613245,19.38906769,19.6600023,19.56943298,18.47988194,18.56341025,20.11129624,20.24215765,20.7926538,19.15934775,19.74264053,19.25343434,14.98155998,15.37589038,17.60571174
TG 47:0|TG 14:0_16:0_17:0_Pos,17.99431027,17.6023161,20.31600076,20.22393335,19.37498779,19.11011504,16.99552195,20.35530131,20.44114112,19.39591957,18.95409888,20.03500685,19.33223047,18.42338599,19.68306197,16.47841662,19.57729496,18.37201338,18.38877162,19.84703986,18.04185039,18.84041029,19.82702438,20.94401748,19.39986246,19.98971387,19.79474878,19.05934885,19.0329085,18.85931693,18.53408338,19.09908935,19.95060005,19.08783498,18.68723446,19.21083358,18.71808474,20.75227246,18.77439827,18.87885829,18.87050155,18.86744229,19.2668823,18.18988402,18.01145125,19.49142025,19.70005822,20.26620346,18.6472354,19.1513299,18.77859987,16.37786967,15.46770221,17.16008589
TG 48:0|TG 14:0_16:0_18:0_Pos,18.50046221,17.89639465,20.44840178,20.31545159,19.50453936,19.25343434,16.55897768,19.97095849,20.4406366,19.62714563,19.34500219,20.42325689,19.54352997,18.63551811,19.6310911,16.16942738,19.868254,18.52865264,18.1920926,19.97949895,18.30860811,19.21845993,20.33040096,20.91729237,20.40207666,20.23790345,20.20000405,19.50092039,19.54147964,19.04999618,18.62044498,19.250293,20.3862982,19.01854844,18.96031766,19.32810074,18.81994351,20.85857425,18.95032168,19.28582758,19.12110307,19.38696376,19.31832529,17.73532626,17.9257906,19.68245346,19.82567588,20.40438864,18.84979137,19.47970027,18.94043849,16.15815837,15.12746171,16.12865236
TG 48:1(d7)|TG 15:0_18:1(d7)_15:0_Pos,9.17830871,NA,NA,17.08837173,NA,NA,NA,14.55304228,17.5816292,NA,NA,NA,NA,NA,16.85889322,NA,NA,NA,15.14096079,14.83199288,NA,NA,NA,18.58318734,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.62383996,NA,NA,NA,15.01283728,NA,NA,NA,NA,NA,NA,12.41768056,NA,NA,NA,14.83193079,NA,NA,NA,NA,13.29870364
TG 48:1|TG 14:0_16:0_18:1_Pos,18.35203753,18.54493251,19.28242314,19.51875282,17.56658706,18.52895175,19.37460575,19.40124003,20.17237776,18.14459787,18.25870896,18.76651734,18.13437068,17.25376771,18.97778072,19.59659465,19.83096277,19.60805397,18.42496143,18.67325909,18.27733588,17.34361726,18.49252968,20.74625869,20.54925161,18.97115841,19.51153632,17.91316304,17.82693959,17.33621165,18.44908014,18.5712988,18.84835498,19.93010138,19.71277565,20.32683049,18.90645998,19.65271509,18.30012569,17.41073584,18.29259226,18.19921093,19.88493234,19.66622926,19.40722344,18.5566877,18.56186814,18.41050963,17.99093942,17.54706486,17.74078632,20.15680693,19.5071339,19.74073835
TG 48:3|TG 16:1_16:1_16:1_Pos,17.39644183,17.55781257,17.95445616,21.40853797,17.69855887,16.72322458,19.11476633,20.0068185,21.83751256,18.91035972,15.51790438,14.86272332,17.74613775,16.77395327,20.67629869,20.35948561,19.77764645,19.74434783,20.01794257,19.38358819,18.17395573,13.13156952,17.54190285,22.61891827,19.84714158,20.41026707,19.93852431,16.78937334,17.21404272,16.85125313,17.50700992,18.33423377,18.23060774,21.83441841,21.99914995,21.86365168,18.53218289,20.2199219,17.76494287,17.14179144,15.76092614,16.68535848,19.54389418,19.5808879,19.23188245,15.74730935,16.57606374,17.55842397,19.25385536,18.06514788,15.13862883,20.51788268,20.38112814,20.15225099
TG 49:1|TG 15:0_16:0_18:1_Pos,17.64359363,17.57883948,18.18602995,17.58214718,16.12152613,17.33827141,18.91122199,19.11225988,19.07006703,16.86413147,17.07347577,17.67090844,16.70223356,16.10980186,17.13946929,19.14325162,19.34804317,18.91754972,17.40656808,17.2862027,17.59373104,15.49482776,16.27877965,18.36366783,18.78078287,18.06530263,18.0622255,16.64000774,16.45186064,15.93732293,17.23197921,16.44471419,16.78864066,18.93336986,19.52993372,19.38018674,17.06349265,17.65440304,16.96749761,14.8877807,17.17988353,17.2273491,18.48594741,18.68599685,18.526467,17.69380796,17.20545304,17.38206325,15.98247087,14.8354484,16.30274231,19.42516158,19.26530113,19.18169805
TG 49:2|TG 15:0_16:1_18:1_Pos,17.26412453,17.80795017,18.09986525,17.21737192,15.30083447,17.13201539,19.28774111,18.99098857,18.99619776,16.72143793,15.81431406,16.71230474,17.23766537,15.89086008,17.04415832,19.89129068,19.44996174,19.38661554,17.72008375,17.08683629,18.14578415,14.52039344,15.20725815,18.16110189,18.94187399,18.86233174,18.93561818,16.56774331,15.55909747,16.23104448,17.33515712,17.09693016,16.37925011,20.05254803,20.6283412,20.38898509,17.416116,16.94616601,16.77173635,13.91033915,16.82975068,16.30423353,18.92220506,18.98336015,18.65315591,17.04984074,16.78472994,15.83466971,15.8458396,16.07296046,16.01422102,19.98423804,19.79606111,19.39267328
TG 49:3|TG 15:0_16:1_18:2_Pos,15.11222316,15.66383967,14.19474394,13.56813848,13.0570474,12.9519045,17.58818194,17.53926159,16.67936365,NA,NA,14.14396232,13.51825308,NA,14.60783235,18.51911039,17.8904417,17.96117791,16.12628826,14.58902529,16.57581999,NA,NA,14.12600005,17.29289438,16.22650118,16.83368429,13.10389158,13.15658043,12.7447578,16.03936666,15.73732586,NA,18.7591741,19.3971443,19.23976662,15.27886619,NA,12.76922521,NA,12.76786552,NA,16.55175773,17.42544849,16.75466882,14.40635785,13.87660179,NA,12.44940447,13.50468444,14.77690641,18.40850803,18.31271132,17.69955202
TG 50:1|TG 16:0_16:0_18:1_Pos,22.3141326,22.41858319,22.59446075,19.60836172,18.64739601,19.86775655,23.06605135,22.42647048,22.93483,18.26293639,18.61897116,19.95791204,19.13683871,18.99212618,19.34706723,23.4688792,23.49817783,23.39684582,20.84772754,20.20368648,21.15345856,18.77859039,19.18818871,20.86279359,21.9298947,21.04601524,21.58989912,19.46780327,19.23612537,19.09247571,20.74862572,20.87851985,19.87593104,22.45276276,22.92584174,22.91421955,21.34516951,20.82195226,20.93735739,17.19358693,19.21404735,20.43424679,23.50670552,23.25481398,23.0499281,19.47061414,19.81435637,18.9986755,18.50239993,18.51508514,17.80916536,23.51452662,23.01988561,23.08943453
TG 50:2|TG 16:0_16:1_18:1_#_Pos,20.13573936,20.16628148,20.79936133,17.72117201,17.09342641,17.44337077,20.79235332,19.02285523,21.17231911,16.49507147,15.96754374,17.55337372,17.48169304,17.41090078,17.92535448,20.7932166,21.59967907,21.54732592,19.45754205,19.0719054,19.3628602,16.05962778,15.17318946,19.54108605,20.72013226,20.51497381,20.31503916,17.10973739,18.03963347,17.62921488,19.29183162,19.25657567,17.66128334,21.32258944,21.33712325,21.46324675,19.61325869,19.26658429,19.49801997,15.56411344,17.09135533,18.15265042,21.79677217,21.4450921,21.20253882,16.39997924,17.96923004,15.70622587,16.84415021,17.049902,15.45191264,20.98689864,20.06167408,21.01704791
TG 50:2|TG 16:0_16:1_18:1_Pos,23.33900342,23.33203639,23.24601383,20.28137815,19.58086528,20.6515072,24.43387526,23.64124996,23.73938799,18.84431692,19.04334983,20.11978922,20.23344312,19.88493308,20.10177901,24.79784931,24.4946327,24.62764077,22.21895845,21.2405787,22.41406537,19.24319059,19.38588742,21.79599847,23.14453887,22.74881934,23.0455301,20.06560637,20.26856532,19.82695176,22.34229511,22.15827552,20.52304433,24.20235668,24.51943513,24.7032329,22.71008311,21.72632586,22.02712205,18.20064954,20.00807284,21.16081153,24.58439218,24.51139429,24.09230383,19.63332533,20.80721895,18.91307126,19.5416613,19.1862423,18.61214612,25.18826402,24.50999113,24.46878572
TG 50:3|TG 16:1_16:1_18:1_#_Pos,19.6927235,19.95144445,20.01937052,17.00336476,17.20688091,16.80873086,20.87620021,19.34727103,20.77516999,15.79963125,13.22351623,17.01394937,16.93379794,17.06479376,17.39597667,21.44974942,21.40066289,21.49049203,19.72900419,19.02143529,19.51122869,14.48941071,14.26760292,19.23793225,20.89260088,21.10902119,20.88068774,16.69441612,17.49697826,17.28665158,19.41595266,19.28769185,17.1303724,22.01578075,22.1970832,21.96979422,19.6222268,18.60854294,19.04294377,13.34739859,16.69484316,17.47340524,21.43829571,21.55657529,21.08941977,13.62451311,17.67288327,14.12395246,16.59903286,16.41303815,12.92048517,21.50699265,21.18693158,21.21193924
TG 50:3|TG 16:1_16:1_18:1_Pos,22.62051178,22.69354448,22.38350796,19.99803954,19.22704111,19.85948985,23.87910251,23.26234289,23.16164193,18.44660157,18.68211366,19.60370226,19.85336375,19.64827781,19.94682739,24.69531817,23.95160558,24.11217348,22.11497714,21.18080849,22.48775829,18.51960224,18.55691175,21.21905338,23.03408445,23.13435364,23.40180161,19.56024991,20.02685589,19.55204341,22.2492769,22.10487604,19.99050426,24.4001651,25.08500275,24.9520096,22.23292796,21.23664478,21.4316815,17.5822106,19.74374924,20.36199,23.71686447,23.95116222,23.37214798,18.78250155,20.29076468,18.37521185,19.18270955,19.00209243,17.74860521,24.71948694,24.50539171,23.90071796
TG 50:4|TG 16:1_16:1_18:2_Pos,17.25665279,17.65610427,16.80750859,14.77841422,15.54813079,12.9519045,19.00432437,17.55562757,18.23359028,NA,NA,NA,15.10084551,15.37334879,14.41672779,19.7831834,19.25343434,19.49926159,17.50747614,16.79568552,17.51989264,NA,NA,14.45265803,17.69157152,17.97027254,18.00705981,13.41002414,16.25417414,15.88265023,18.0469867,18.41538728,15.19200296,19.0065401,19.04267914,18.76387442,17.37929944,14.38888257,16.73425201,NA,NA,14.1284735,18.79886198,18.94042545,18.542155,NA,NA,NA,15.27191851,14.09588807,NA,19.55001418,19.33355424,18.86380709
TG 51:1|TG 16:0_17:0_18:1_Pos,16.49557576,16.78358008,16.71453,13.47035457,12.98336963,14.34455887,18.07133259,18.03540846,16.33801459,NA,15.70060857,NA,14.78588952,13.52893017,15.14601852,18.21828227,17.94282776,18.13370144,16.55768941,14.4423509,16.84310814,14.40432588,NA,16.80520997,17.72400579,15.51374191,16.68058336,13.1508153,14.30497619,13.95174376,15.67309789,15.94609963,14.16363646,17.61823126,18.7858643,18.21771965,16.02856982,14.92754985,14.10918944,13.45048719,13.05187746,12.74337347,18.67461324,18.80349309,18.79092648,13.85794912,14.18003607,NA,13.54430406,13.27118172,12.99423037,19.64624816,19.53592792,19.6656073
TG 51:2|TG 16:0_17:1_18:1_Pos,19.01007823,19.04002269,18.80435592,16.66002574,15.4430284,17.1107041,20.41038651,20.00351584,19.62065789,15.24229483,15.00710027,16.42417256,16.27105286,16.00258144,15.24480806,20.77752558,20.31763431,20.50097425,19.55042626,18.4143833,19.75998839,15.5105196,14.99517679,17.6642961,19.90289039,19.58981969,19.97814201,16.52087685,15.83729872,15.91215171,18.15117284,18.07838365,16.00508361,20.86929828,21.7076612,21.46499102,18.48686777,17.92264399,17.99116637,12.96556236,16.3426056,17.04458219,20.78088864,20.91164227,20.53083222,16.20508021,16.71922185,NA,14.47556594,14.69182125,NA,21.86038761,21.8388643,21.44223613
TG 51:3|TG 16:1_17:1_18:1_Pos,18.80788097,19.02198554,18.3475962,14.67268747,15.36117627,17.02646143,20.16228478,19.53403911,19.07870302,13.33371866,14.89249796,13.87367362,16.35077803,15.88154986,15.72848747,20.7457578,20.08157141,20.26470801,19.28217964,18.16601143,19.57592996,14.6042901,14.75461588,17.49948567,19.69437093,19.82249703,19.98427993,15.94870716,16.09408977,16.19816208,19.25343434,18.74539568,14.23725705,20.93812759,21.60151555,21.31374018,18.36834388,16.97089573,17.68942308,13.66015837,16.18090517,16.85030678,19.95354978,20.42494041,19.74728194,13.92362646,16.85143865,NA,14.85993273,13.94606228,13.86770245,21.43652561,21.25808528,20.72187943
TG 51:4|TG 16:1_17:1_18:2_Pos,17.01859106,17.32958962,15.60898263,15.66719216,15.72040811,15.74431847,18.27875734,17.86272124,17.05113161,NA,13.33092997,NA,15.75413851,14.65914734,14.86454843,19.0913193,18.1010216,18.45611429,17.57688285,15.74825399,17.9384722,12.86354013,NA,15.19941239,17.40388105,17.33913431,17.36317662,14.03690444,14.63782401,15.78078186,18.4803912,18.42917887,13.82385532,18.34359492,18.99161807,18.81467109,16.27462853,NA,15.50388471,NA,15.74842569,15.35036057,17.44308172,17.93087499,17.28685819,13.36666607,15.40293756,NA,14.57036526,NA,NA,19.01594558,18.79491187,18.13897712
TG 52:1|TG 16:0_18:0_18:1_#_Pos,19.63439518,19.84405236,19.93034039,15.95780839,16.02037438,17.16717189,20.2912262,18.71419545,20.21850206,NA,15.31661165,16.32048212,15.91532308,16.41511114,16.17183523,20.1852553,20.76283363,20.67584595,18.94899835,18.18352283,18.72587483,15.17945134,14.80630933,17.46883396,19.39625864,18.84794844,18.67127837,16.09950731,16.96784615,16.62283928,17.78118333,19.08704343,16.47264987,19.56772119,20.52048475,19.68911848,19.29992396,18.38118183,18.8356835,14.50672003,16.24088064,17.327735,21.75349101,21.00045255,20.95670136,13.69695209,16.24024394,13.91372038,15.12380289,15.60795918,13.1337422,20.49774069,19.56810154,20.76510088
TG 52:1|TG 16:0_18:0_18:1_Pos,22.31698656,22.45893014,22.04587183,17.86624456,17.93303799,19.90054195,23.23666386,22.62142223,22.30940083,16.66073166,18.05916702,19.25168994,18.21018251,18.24144049,18.05263489,23.34796323,23.17065832,23.28292976,21.0670443,20.15750388,21.38668473,18.09263949,17.97349002,19.31184236,21.17651693,20.83528379,21.19930984,19.07040278,19.0302483,18.40179666,20.3245253,21.41796631,18.76542661,21.74355154,23.04387307,22.26331011,21.70505053,20.68602497,21.01561077,16.68038187,19.70882258,19.99542488,23.92300155,23.5424244,23.54168389,19.04128525,19.24819843,17.50794191,17.56883613,17.3744792,18.0698406,24.05210417,23.52686289,24.03731513
TG 52:2;1O|TG 18:1_18:1_16:0;1O_Pos,16.78366476,16.61407178,NA,NA,NA,NA,18.49411015,18.00898811,17.08326031,NA,NA,NA,NA,NA,NA,19.0089502,16.40393332,17.66696259,11.35146547,NA,NA,NA,NA,14.0299143,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.09339293,17.00915773,16.72776555,15.18065589,11.76414016,12.83717222,NA,12.68440242,13.69118141,18.49395223,18.73178267,18.03642911,NA,NA,NA,NA,NA,NA,19.59969443,19.31378099,18.54306103
TG 52:2|TG 16:0_18:1_18:1_Pos,21.58480452,21.48745935,22.18289728,18.53417841,18.47862461,19.1970989,21.37443809,19.52675287,22.28328134,17.27523222,17.35776163,18.9733876,18.22703675,18.49745637,18.76538083,21.52489973,22.52395911,22.30153362,20.77725173,20.36616932,20.96810631,17.79151693,17.62409963,20.16683035,21.76616778,21.49970947,21.57275158,18.5994939,18.89508228,18.54606668,20.6683569,20.86338181,18.98467456,21.92311483,22.17713366,22.2899731,21.1557938,20.59589543,20.93352319,16.31007559,18.3230939,19.68535848,22.86633986,22.3554047,22.18392392,17.25424487,19.02578896,17.12946011,17.53344632,17.88956842,15.59174914,21.65408047,20.83998567,21.49772473
TG 52:3|TG 16:1_18:1_18:1_#_Pos,22.09503972,21.95002817,22.3861403,18.51143225,19.47936079,19.32972953,22.23901372,20.51941425,22.31933099,18.18072998,17.56173005,18.95986485,19.32971616,19.34175332,19.35173653,22.19100093,22.90128652,22.88023232,21.96879551,21.27607854,21.85524601,17.79884673,18.07414295,20.1370006,22.44308973,22.48786807,22.46843377,18.95332787,19.91263423,19.51719292,21.83432051,21.84519711,19.33946792,22.8062207,22.91882792,23.0463958,21.66650187,20.6761851,21.35689728,17.47327978,19.00254802,19.68256854,23.15995302,22.81808598,22.61502255,17.9749659,19.93669479,17.14597079,18.7242953,18.70252785,16.94544936,22.52746104,21.66185154,22.41524294
TG 52:3|TG 16:1_18:1_18:1_Pos,25.17250962,25.07887861,24.84490984,20.57337068,21.4566688,22.29652816,25.70073987,24.89299055,24.76182282,20.08912837,20.64263894,21.55253651,22.06042687,21.81477641,21.58854461,26.06808076,25.62070202,25.81402847,24.68735213,23.51222963,24.85908247,20.70811778,20.60722432,22.25004641,24.70394789,24.702158,25.05669663,21.51566775,22.23195973,21.63878733,24.74830715,24.54225385,21.87990688,25.53743587,26.02846094,26.22550525,24.49499925,23.21107908,23.79242121,19.59951394,21.8162224,22.5082751,25.8226412,25.7411726,25.46163328,21.03559972,22.5352612,19.69915076,21.13165453,20.93804672,19.80332698,26.41642057,25.8038299,25.69868093
TG 52:4|TG 16:1_18:1_18:2_#_Pos,21.22825308,21.34526529,21.46852078,18.20062759,19.98607585,18.99741678,21.35437154,20.01728728,21.37492602,18.21149198,17.6683513,18.42588145,19.18128987,19.44505013,19.25343434,21.83067603,21.99332545,21.85836468,20.84570863,20.20661404,20.91813132,17.70500841,17.64629968,19.26893643,20.71096382,20.84243575,20.69774652,18.70000161,19.94676902,19.62583004,21.78959382,21.93072011,19.25495163,21.07624128,21.30616415,21.13517377,20.61211325,19.51772203,20.42911289,17.8128297,19.26152399,19.17007569,21.63263177,21.68441456,21.41367179,18.11059218,19.80006215,15.23734278,18.60874303,18.86517091,16.09858375,21.74446894,21.1605323,21.35800319
TG 52:4|TG 16:1_18:1_18:2_Pos,24.13607999,24.15554952,23.84183057,20.29819653,21.96915653,21.74686304,24.49107584,23.8981428,23.62549967,20.21309866,20.73545914,21.05380695,21.9058776,21.63271077,21.34771451,25.17729082,24.45191559,24.49953808,23.17077335,22.25804815,23.74774776,20.18692854,20.47649372,21.27447649,22.80375846,22.95853069,23.3069611,21.20029099,22.21628942,21.74697495,24.69747102,24.57250248,21.59516653,23.48492014,24.21309058,24.18084481,23.32509039,21.97742696,22.7106728,20.14084247,21.95390675,21.9324177,23.95234283,24.08471491,23.75073866,21.00583669,22.4765054,19.02892454,21.05459218,20.92419753,19.31814985,24.88655024,24.47825297,24.05979963
TG 52:5|TG 16:1_18:2_18:2_#_Pos,18.83243029,19.25343434,18.91290037,16.61699894,18.70468987,16.95680921,19.57681203,18.07230517,19.14446974,17.10672502,16.07627844,15.69483805,17.94547932,17.58390156,17.43391904,19.94182054,19.74717821,19.86916981,18.20124617,17.67132252,18.05795962,13.81854522,15.77064336,17.85494658,16.92276871,16.04974721,16.63031079,17.11666544,18.76103115,18.14680916,20.34057392,20.75560253,17.19544484,17.78433942,17.39136502,17.55474094,18.31803175,16.53138487,17.89337968,16.92820413,17.78868059,17.29295355,18.10601224,18.79469643,18.61446413,16.17800699,18.34422207,13.91032581,17.26711142,17.3808916,NA,18.94387547,18.94068265,18.51358784
TG 52:5|TG 16:1_18:2_18:2_Pos,21.62717324,21.77431899,21.22341671,18.91138511,20.51992981,20.03699429,22.14136503,21.40488454,21.1946482,18.82101007,19.07466075,18.93575253,20.2348503,20.05767913,19.55229832,22.72642548,22.0932777,22.09983342,20.17128076,19.48272227,20.84469649,18.46810124,19.04574888,19.95023436,18.96285419,19.25343434,19.55980287,19.50485686,20.89126799,20.08932566,23.04154461,23.21583531,19.9143273,20.04109921,20.39331021,20.45200058,20.75356521,19.4273654,20.08935059,18.7890496,20.52619562,20.20057325,20.26312298,20.87628887,20.49047207,19.55778682,20.78204044,16.98770772,19.50121061,19.29144425,17.62920938,21.6078285,21.50207858,20.79073967
TG 53:1|TG 17:0_18:0_18:1_Pos,NA,13.74559357,NA,NA,NA,13.40665127,15.6949757,15.8798914,13.6391709,NA,NA,NA,NA,NA,12.76882423,15.29802542,NA,15.47268665,11.87483836,NA,13.96513288,NA,NA,NA,NA,NA,14.31816372,NA,NA,NA,12.58516772,NA,NA,15.23350971,16.56074888,16.25147923,12.71880325,NA,NA,NA,15.64275713,NA,16.56460693,16.97123812,16.76801138,13.32542225,NA,NA,NA,NA,13.22126263,17.83974649,17.68286431,17.99991876
TG 53:2|TG 18:0_17:1_18:1_Pos,17.46186013,17.72464127,15.97276286,NA,NA,15.38676819,18.9783174,18.53836963,17.77255033,12.32583412,13.18616399,15.19043174,13.81850302,12.41532029,13.26510754,19.3805063,18.44302334,19.07790136,17.18089193,13.58975865,17.35988325,13.25406944,NA,15.00436985,17.44755266,17.44103458,17.56431482,14.13163975,14.32400856,NA,15.99324212,16.79852173,15.50809275,18.59180526,20.02457076,19.19541398,17.45033398,NA,16.50720912,NA,15.35355308,15.94548237,20.08546121,20.42302366,20.10236713,NA,NA,NA,12.02375265,12.91865693,NA,21.31711754,21.22002765,21.00771116
TG 53:3|TG 17:1_18:1_18:1_#_Pos,16.3349178,15.99200008,15.63175605,NA,NA,NA,17.40553132,16.12160326,16.87558755,NA,NA,NA,13.08739807,NA,NA,17.66929503,16.89472938,17.66937838,17.5006705,16.79941511,17.34548966,NA,NA,13.99330783,18.08486418,17.82510154,17.70987683,NA,NA,NA,15.54296773,14.24611521,NA,18.5852678,18.89779452,18.84207761,16.17406575,NA,15.56821843,NA,12.05301414,14.16299448,18.63526726,18.74028458,18.52439983,NA,NA,NA,NA,NA,NA,19.2182444,19.05236764,19.02552639
TG 53:3|TG 17:1_18:1_18:1_Pos,19.25343434,19.0774593,18.65719956,15.54377486,14.7374548,16.88890228,20.27780079,19.72451488,19.26951864,12.86315477,NA,NA,15.63838745,14.73403249,15.73155584,20.71162989,19.96824171,20.35262712,20.02962304,18.76916328,20.13277232,14.64766971,NA,16.88080889,20.12029565,20.10576125,20.26361132,16.277758,15.01227296,15.52254915,18.87316661,18.38351834,15.47491754,20.9523806,21.85037389,21.73907397,18.99272513,17.57253945,17.94522672,NA,16.81986355,16.8472437,21.01383626,21.12409529,20.68751744,14.16466726,16.2826003,NA,13.96288904,12.74184865,NA,22.18406119,22.0998524,21.61263102
TG 53:4|TG 17:1_18:1_18:2_Pos,18.70111794,18.8086843,17.51872272,13.80561571,16.2332905,16.64935448,19.3432342,18.64083803,18.21366949,15.30021386,NA,14.38747038,16.54292212,15.67054682,15.64970207,19.83750753,19.20940231,19.22437233,19.25343434,18.17653765,19.5678285,15.08239779,NA,15.67121181,18.27665065,18.77628737,19.22498726,15.18692341,16.26349719,16.74928283,19.6159895,19.29583009,15.24481893,19.50893257,20.04599904,20.03011447,18.00187811,16.24087424,17.52091293,NA,16.35546284,16.49815248,19.1140912,19.542761,18.92341428,13.97061667,16.99641456,NA,15.00570432,15.44584481,11.47685582,20.52436117,20.3549227,19.86792428
TG 54:1|TG 18:0_18:0_18:1_#_Pos,17.97137941,18.42021993,17.77991616,NA,NA,15.31653449,18.78923542,17.80369024,17.99305255,NA,13.43151756,NA,14.09796232,14.38667919,NA,18.61415401,18.56965478,18.72492172,18.04672208,16.74936207,17.85866188,12.70870701,NA,14.41771786,18.28972883,17.27909105,17.56965374,14.67769327,15.7182656,14.48997448,16.11795706,18.12151967,NA,18.49401525,18.91985265,18.60637487,18.02269948,16.60473102,17.36607506,NA,15.11415258,15.61939847,19.76730722,19.55999576,19.8996093,NA,NA,NA,12.92514307,NA,NA,20.07698548,19.57250514,20.27099792
TG 54:1|TG 18:0_18:0_18:1_Pos,19.99848217,20.20892795,19.48475042,14.26470991,16.35463069,17.70735859,20.75312203,20.52103483,19.36160326,NA,16.3712552,16.95454403,16.23258075,16.31066519,14.79551575,20.88140824,20.2584656,20.59233725,19.40080118,18.26111618,19.74970328,15.91516638,14.36883604,16.52183724,19.43815134,18.6359709,19.37131793,16.77389187,16.97945387,15.59915092,18.47983652,19.78167191,16.66321952,19.73492491,20.95797856,20.74837873,19.77399288,18.39026973,18.97238183,NA,17.00118684,17.59523468,21.2495194,21.13284237,21.395953,16.12564849,16.20817419,15.46017055,15.26030206,15.4238457,13.27491965,22.24046219,21.86465612,22.15305784
TG 54:2|TG 18:0_18:1_18:1_Pos,21.13035494,20.92428731,20.98436071,16.50644016,17.4194512,18.58514104,21.40933356,19.92785248,21.05807287,NA,14.74530271,17.90536766,16.86971516,17.22463974,16.99158587,21.49491371,21.61914212,21.68268722,20.04387025,19.24614513,19.89558774,16.75260081,15.29627372,18.20344357,20.16253283,20.1650457,19.84233437,17.88261398,17.82043145,17.33658484,19.46840978,20.26082813,17.54716329,20.56113195,21.45698072,20.76864544,21.08119661,19.75495912,20.36167856,15.33678708,17.23019817,18.59187177,22.86593418,22.44621384,22.20862272,15.20790528,17.62486132,NA,16.07646957,16.3485871,14.80658339,21.90470502,21.1406653,21.96017596
