Metabolite name,PPI_Ylip_Ctrl_24hr_13,PPI_Ylip_Ctrl_24hr_25,PPI_Ylip_Ctrl_24hr_37,PPI_Ylip_Ctrl_3hr_07,PPI_Ylip_Ctrl_3hr_19,PPI_Ylip_Ctrl_3hr_31,PPI_Ylip_Ctrl_48hr_15,PPI_Ylip_Ctrl_48hr_27,PPI_Ylip_Ctrl_48hr_39,PPI_Ylip_Ctrl_4hr_09,PPI_Ylip_Ctrl_4hr_21,PPI_Ylip_Ctrl_4hr_33,PPI_Ylip_Ctrl_5hr_11,PPI_Ylip_Ctrl_5hr_23,PPI_Ylip_Ctrl_5hr_35,PPI_Ylip_Ctrl_72hr_17,PPI_Ylip_Ctrl_72hr_29,PPI_Ylip_Ctrl_72hr_41,PPI_Ylip_Low_24hr_38,PPI_Ylip_Low_24hr_46,PPI_Ylip_Low_24hr_52,PPI_Ylip_Low_3hr_32,PPI_Ylip_Low_3hr_43,PPI_Ylip_Low_3hr_49,PPI_Ylip_Low_48hr_40,PPI_Ylip_Low_48hr_47,PPI_Ylip_Low_48hr_53,PPI_Ylip_Low_4hr_34,PPI_Ylip_Low_4hr_44,PPI_Ylip_Low_4hr_50,PPI_Ylip_Low_5hr_36,PPI_Ylip_Low_5hr_45,PPI_Ylip_Low_5hr_51,PPI_Ylip_Low_72hr_42,PPI_Ylip_Low_72hr_48,PPI_Ylip_Low_72hr_54,PPI_Ylip_Osc_24hr_04,PPI_Ylip_Osc_24hr_14,PPI_Ylip_Osc_24hr_26,PPI_Ylip_Osc_3hr_01,PPI_Ylip_Osc_3hr_08,PPI_Ylip_Osc_3hr_20,PPI_Ylip_Osc_47hr_05,PPI_Ylip_Osc_48hr_16,PPI_Ylip_Osc_48hr_28,PPI_Ylip_Osc_4hr_02,PPI_Ylip_Osc_4hr_10,PPI_Ylip_Osc_4hr_22,PPI_Ylip_Osc_5hr_03,PPI_Ylip_Osc_5hr_12,PPI_Ylip_Osc_5hr_24,PPI_Ylip_Osc_72hr_06,PPI_Ylip_Osc_72hr_18,PPI_Ylip_Osc_72hr_30
DG 37:4_Pos,20.71629857,20.21848928,19.10236357,19.19446363,15.42638972,22.13074575,19.85248946,18.13382574,17.58255379,21.04779079,22.21563894,22.15464674,22.99690107,21.46366987,21.1198848,19.12401857,17.1227736,18.4533041,19.84851181,19.51668087,20.49096569,22.14802735,21.3439697,19.88349604,19.07900392,19.06642895,17.56875987,21.68361489,20.57700881,21.42440443,21.91826653,20.96972143,21.36235529,18.27975436,19.12550682,17.68700697,21.58815853,20.47940157,21.69831498,19.6252469,20.38130733,19.23742047,18.11562946,18.96617791,19.0372223,20.75766231,22.46017298,20.43276524,20.97905713,20.94122065,21.37001181,17.31406906,18.14386781,17.2964833
DG 37:7_Pos,28.22016127,28.02264877,26.30285265,28.53932057,23.4281193,28.43584448,27.47185795,26.93787053,26.60902315,23.82664505,30.25082151,30.09592148,28.93544803,28.83245778,25.90266314,27.81819815,25.74529261,26.03744045,28.89552085,25.54301898,29.34539988,28.56522707,27.86964343,27.33815596,24.58838191,25.91012228,27.70447208,28.93692467,28.73275334,24.69062056,29.13391455,28.46109101,28.5602807,28.78246646,29.58079753,29.11751664,28.39652781,26.67030636,28.82374838,24.78013373,29.04209115,28.5397168,27.34341827,27.90783963,24.82360424,30.78405133,30.56138218,26.91244877,28.56559046,23.77613164,29.31803388,28.67726087,27.30999103,27.13418065
HexCer 34:3;2O|HexCer 18:2;2O/16:1_Pos,21.95892814,21.62185787,21.14498793,23.20440745,22.12525442,24.98937447,20.48191754,20.34442711,19.71147512,23.07304577,24.87316233,25.11513152,25.30558736,24.15133087,23.20556975,20.63041098,19.4739394,20.17294555,20.79064822,19.42658889,21.10433607,24.70585548,23.87286243,22.10217163,18.91619553,18.49637562,19.55418509,25.03212046,23.72091407,23.55233994,24.37321547,22.897556,23.9986612,19.39746808,19.57517927,19.91803193,22.07124422,21.05514,22.24429548,22.88095774,24.01890279,24.33229029,19.71458851,19.99977252,19.34579003,25.09191581,24.90837163,23.38053853,24.78572409,23.22378293,23.58616663,19.92320738,19.8924349,19.79391173
HexCer 35:2;3O|HexCer 19:2;2O/16:0;O_Pos,24.66195628,24.32775465,23.89235859,24.32821315,23.43628137,26.2281836,23.50458543,23.31476929,22.70529509,24.19515199,26.04718048,26.14040908,26.58604812,25.86796487,24.38813127,23.86055268,22.78907735,23.36110751,22.92648932,21.79156782,23.48018411,25.83059036,25.1473162,23.43413138,21.89097485,21.65488155,22.51598865,26.22821461,25.06608049,24.58043855,25.6493057,24.45882638,25.30227028,22.14132831,22.57413229,23.07521002,24.59505013,23.80087498,24.87140535,24.016696,25.13440529,25.48452298,22.98864568,23.25321944,22.50283302,26.13742186,26.14900689,24.79374246,26.07895382,24.51950174,25.06882359,23.46565842,23.41048931,23.10299779
HexCer 35:3;2O|HexCer 19:2;2O/16:1_Pos,25.96588741,25.57245143,25.19498573,25.60534802,24.70961631,27.53393307,24.88155953,24.7863986,24.08569237,25.58538742,27.47591197,27.51199371,27.93118122,27.02961703,25.74880433,25.13821437,24.18318597,24.66085476,24.31206732,23.0393378,24.66137748,27.15125456,26.50917125,24.80901888,23.19207274,22.98902809,23.85924039,27.40773552,26.35991027,25.98009697,26.95939856,25.70860916,26.71329622,23.4191961,23.96340771,24.41780354,25.93965248,25.07018794,26.17071097,25.3318085,26.30082632,26.80340638,24.30928026,24.58002074,23.91079287,27.36726338,27.58762292,25.96667409,27.35232416,25.78724808,26.26710757,24.79639985,24.72704643,24.47137309
HexCer 37:3;2O|HexCer 19:2;2O/18:1_Pos,19.29197155,19.00144354,18.21017321,18.64010426,17.74656283,20.68696517,18.41376721,18.19289737,16.45395501,18.65338864,20.54769566,20.59475591,21.02001817,20.06840488,18.5803131,18.51129071,16.99939351,17.84857279,17.49229909,15.25296481,18.06166269,20.6979003,19.66563985,17.51967822,14.21586207,15.25583841,16.98117759,20.63817546,19.58953057,18.82161653,20.06650916,19.20214744,19.62359989,15.88057315,16.39610827,17.06616935,19.15827388,17.92838442,19.33143374,18.49503345,19.29986482,19.81202796,17.77018991,18.13814047,17.51545676,20.87491203,20.31954342,19.01183909,20.5011101,18.5018371,19.16571219,18.4904407,18.56554665,18.11146888
LPC 14:0/0:0_Pos,15.09634943,14.8355059,NA,17.79279149,20.15102389,18.41077091,16.24949337,17.03735353,15.22709277,17.67417631,17.76577428,15.01209228,16.42039963,19.91777327,17.25229468,14.91581216,14.56257253,16.34145073,17.41601578,17.95115467,14.82249287,20.00305643,19.25343434,18.39521384,16.94944582,17.75413935,15.36054965,17.90802074,19.60540758,19.94213469,13.62267377,15.15609584,17.09023965,17.98291404,16.1989518,14.30265438,17.40964082,18.41341124,20.46453163,20.1995948,19.71038164,19.62170618,14.95313205,16.47623365,17.2889768,17.69160402,16.48328368,17.64008865,19.97482941,18.56043808,19.48819076,14.96633503,15.4979345,16.51815017
LPC 15:0/0:0_Pos,13.68066272,13.57548741,NA,16.81340033,19.32232212,17.42128219,14.95147193,16.10894275,NA,16.0904789,16.82841752,15.21738007,15.40956557,18.35307023,15.60452109,14.29442647,NA,14.92805371,16.81598229,17.37833533,14.87659971,19.10861777,17.44973721,17.47285378,16.24455063,17.14465461,NA,17.08739196,17.69639599,18.70937998,10.16720696,12.32350819,14.79038874,16.45757991,14.51445915,NA,15.38736867,15.8008177,18.78090482,18.85394197,18.36342445,17.99252191,NA,14.81129745,16.11634636,15.66987395,14.30186603,15.59195121,18.25455451,16.82977631,17.96394467,13.54820751,14.49376004,15.47316576
LPC 16:0_Pos,17.35362452,17.45733641,16.76683948,18.77284375,21.30927615,19.74514991,16.867749,17.46389073,15.83646194,18.32158478,19.25343434,18.79945358,19.45309827,20.70703687,18.34378127,16.35054478,14.77582158,17.08700088,17.94415003,18.49713183,16.45735404,21.02278727,20.00129689,18.962837,17.22228332,17.72838566,15.2298738,20.31410646,20.5605205,20.40344523,17.36783449,16.88313155,17.99497657,17.84066819,15.82215863,14.63478047,18.24166895,18.17912053,21.00107805,21.21653833,19.8748613,20.02460277,15.71933644,17.00122536,17.88741308,18.74443367,18.43007413,18.75080535,20.85314551,19.09891866,19.68044295,15.25313308,15.8483446,16.95074644
LPC 16:0/0:0_Pos,20.2026388,20.13140055,18.73430238,21.09449636,23.37597615,22.32918175,19.2519312,19.84301797,18.58007404,20.52392719,21.99260428,21.50811334,21.54806612,22.91121367,20.5928228,18.80650159,17.36469632,19.34696673,20.32527958,20.72021557,19.94855712,23.36376638,22.21054848,21.14795059,19.40547159,20.23989651,18.93262092,22.39734821,22.65419801,22.51983989,20.21101015,19.5605126,20.65173428,20.12220719,18.96042593,18.93562459,20.79546778,20.78379238,23.20452889,23.29280212,22.437233,22.4135002,18.34822802,19.22711034,19.86965246,21.40746203,21.11308274,21.18378508,23.0380353,21.10279069,22.1984481,17.57746589,18.20840302,19.26966738
LPC 16:1_A_Pos,18.89225215,18.26993314,18.24619591,19.59542045,20.73319939,19.99618994,19.41360046,19.294951,18.92134884,18.98762495,19.66467073,17.99807537,19.4707439,21.50734673,19.19976753,18.50475713,18.20488266,19.67492884,20.52016592,20.50899297,19.24809967,20.65891551,20.29912284,19.77059121,20.35731534,20.36221071,19.18507,20.30226438,20.84193482,20.61952437,16.47111175,17.51625615,19.7764345,20.50276805,19.07986288,18.59795461,19.32005617,19.46472051,21.27691915,20.34437199,20.48312413,21.01640192,18.94123987,19.25181834,19.63560558,19.83970272,18.91282753,19.89844507,21.47418303,20.6323468,20.31704336,18.13892735,18.29724503,19.16809618
LPC 16:1_A#_Pos,21.49552832,20.83389577,20.36830508,21.71387854,22.78982298,22.61039243,21.67916793,22.19856635,20.965585,21.10027897,22.4375159,20.48717776,21.61350259,23.71366416,21.34398972,21.08044587,20.31951961,21.8356193,22.6958,22.4198153,21.69032199,23.04344638,22.62862301,21.89898148,22.28644143,22.27533161,21.67378598,22.46482325,22.89039828,22.67911363,19.64470407,19.89556288,21.97457935,22.58667478,21.52675181,21.20606494,21.50877888,22.02239247,23.35793037,22.41251365,23.04291826,23.35503316,20.86070889,21.30704416,21.72862603,22.26431392,21.51163331,21.73232791,23.57345038,22.76104165,22.91027161,20.53627148,20.53563522,21.29369655
LPC 16:1_B_Pos,18.96305636,18.41064341,18.08516244,20.74077697,23.10249871,20.02640467,20.16301126,20.86879294,20.42461117,20.35207048,19.93873651,16.83780385,19.79858649,22.64039731,20.32622862,18.95515544,18.36038283,20.90929953,21.67196308,22.32903946,19.25343434,22.15449416,21.32979925,21.24117171,21.85009822,22.35122394,19.42062081,20.56194957,22.20002224,22.46979252,16.70837811,16.44617083,19.41938542,21.67360384,19.45717559,18.84513203,19.61653282,21.10404762,23.2436409,22.93911278,21.54576017,21.70408194,20.29358829,21.149011,21.78281294,19.21589904,18.14691295,20.29715056,22.72916239,21.86853131,21.83731119,19.18332494,19.86420533,21.05282307
LPC 16:1/0:0_Pos,21.76041445,21.05725027,20.2930897,22.89168647,25.28813952,22.78059278,22.59890757,23.88594858,22.56299437,22.49143765,22.85653014,19.81904554,22.00644256,25.03901028,22.4952998,21.58152385,20.96650711,23.21450935,23.97970595,24.43147861,21.7182159,24.70666787,23.78231292,23.44826811,24.01361883,24.49032851,21.98651408,22.9306441,24.40798845,24.76027257,19.44263751,19.26822306,22.04765886,23.90516473,22.10234448,21.63718482,22.20548531,23.44997651,25.55844145,25.10897941,24.30914452,24.20955084,22.34595249,23.33740391,24.02906841,21.81107439,20.71644426,22.49766822,25.05031409,23.93769281,24.50582482,21.65249678,22.23012504,23.27681803
LPC 16:2_A#_Pos,14.25828997,12.98706288,12.49183373,18.88282927,21.15416493,18.19228764,14.40293319,14.56812427,NA,18.36458711,17.75950741,13.87178431,17.01991737,20.55030201,17.86241014,12.91508155,13.83473415,14.73518255,16.38768049,16.93078712,12.54307937,20.15802562,19.52570698,19.30876018,NA,13.7456151,NA,18.5825919,20.03190965,20.6602386,15.2083309,15.76763595,17.91328541,12.91969426,NA,NA,13.37513435,12.71339537,17.67929141,20.74847787,19.91229171,20.11398531,NA,14.89444367,15.5200678,17.82495041,16.57131593,18.58403337,20.42171659,19.47792837,19.36879549,13.45351001,13.82559769,14.69848438
LPC 16:2/0:0_A_Pos,16.70815658,13.56187298,15.66637335,21.39634109,23.41789313,21.17381228,17.06124547,18.64157695,17.51775459,20.75575452,21.02397861,20.33815983,19.4420524,22.85780193,20.3461111,16.13029758,15.96749285,17.52695004,18.91983051,19.49302773,16.77157736,22.87975106,21.90548788,21.70956304,16.96816606,18.00075945,15.33232903,21.08227756,22.42388055,22.9657564,16.89630821,16.20824942,20.34649085,16.51696366,14.38315843,14.05308346,17.21681664,18.83960576,20.03130846,23.07658115,22.76405609,22.76061949,16.5196032,17.06899542,17.98076244,20.67007725,19.44916082,20.89198553,22.83991886,21.82016969,22.26510057,16.13416657,16.35071965,17.36737819
LPC 16:2/0:0_B_Pos,15.20167114,14.17389993,15.02699528,19.20869614,16.9141889,20.34911359,15.51989239,15.92504078,13.78517747,16.21617628,20.30433045,19.25343434,19.67935881,21.2094618,15.35715269,14.85874496,16.36201074,14.19529001,17.30637693,17.6872461,16.68031463,21.25614084,20.36908846,15.4783508,15.17174654,17.38111875,14.66220251,20.31562041,20.66514278,17.21690061,13.71587622,17.92076039,19.86849129,16.42198309,17.32706522,14.27228917,15.55605206,17.30431375,17.79176274,20.48609116,20.14288708,20.23318602,13.50058108,14.99386749,15.75172955,20.53797469,15.2465291,19.72665368,21.09419337,20.71896368,22.02112511,14.73581163,15.10560516,15.24556611
LPC 17:1/0:0_Pos,15.53438369,15.45795415,NA,16.65111839,19.58021786,17.26940764,15.94574589,17.55268144,15.77725781,16.00801972,16.98636356,17.99525798,15.75575352,18.9859013,15.95057185,15.16251294,15.84974428,16.84737866,19.2250644,19.66701272,16.75123215,19.30168032,17.55611611,17.73126711,19.2592208,19.96193796,16.69766289,17.3427325,18.24514857,19.35381793,13.02439928,13.74487225,17.1918912,19.19658589,17.08186531,16.83929874,16.19803574,17.0633524,20.19859324,19.38296495,18.76021793,18.54449463,16.9980016,18.27724228,18.98645206,15.6789286,17.75996255,16.13194424,18.76367001,17.45672844,18.67300979,15.78744231,17.11991229,18.3486783
LPC 17:2/0:0_Pos,10.92172711,18.97172993,18.44444332,18.09972558,20.22961791,17.66093278,13.02400911,15.25947304,13.88897858,17.29945918,17.35675216,13.23496111,16.04826513,19.37010745,16.76361641,13.13458389,13.01956465,13.36635733,17.50812842,17.75636019,15.07786728,19.67928971,18.38317698,18.85375713,16.16493325,16.93525563,13.49993689,17.59628934,19.00400491,20.36024878,11.105475,13.36501247,16.5798323,15.66713855,21.64461662,21.41522682,21.35681602,13.79862854,17.78709659,20.00045545,19.46631263,19.45990038,13.33551244,14.02710928,15.42667448,15.91374227,14.89513497,17.2179088,19.25343434,18.55622284,19.35971251,10.33295166,13.6901574,14.84711735
LPC 17:4_Pos,20.88584338,20.75829754,19.6434261,16.8544964,19.0235929,17.47594869,20.95225096,21.23541742,20.08332382,15.98917902,17.65373841,16.66696452,17.72826179,19.25343434,17.37204237,20.26508892,19.47807189,20.7164865,21.3708903,21.46772171,20.1216837,18.34596132,17.57690044,17.03900937,20.64109122,20.99185662,19.59759454,18.35999813,18.98397898,18.45856469,16.81252144,18.02684635,17.45548124,21.05786583,19.55540168,19.19631499,21.34918041,21.3611148,23.65562657,18.79713142,17.479762,17.75828664,20.48488245,20.98236007,21.22236102,17.20413242,16.89282124,16.21546105,19.35032579,18.14033573,16.93000608,19.87799045,20.14309234,20.98605013
LPC 18:0/0:0_Pos,16.93988287,17.05207282,15.58318419,17.55091549,18.00174009,20.26816248,16.44553034,16.10906035,14.1306509,16.23962889,18.19795786,19.51818839,17.98335932,18.86686311,16.93427464,16.06122449,NA,14.95539709,16.49139299,14.42169973,16.08912094,20.4078734,18.07175912,16.86555269,14.27984499,NA,14.07009114,19.62611335,18.97042582,17.71239133,17.38097973,18.36058266,16.72778093,16.82831166,14.15042455,15.23380133,17.47561082,15.18895082,18.84106059,18.29164502,18.07615588,19.35834539,14.20019764,15.11157469,14.76854577,18.14261328,18.63149533,18.10129053,18.69168843,16.44032422,18.01585418,14.33820107,15.14229244,15.29097916
LPC 18:1_A_Pos,22.05261264,22.26420742,20.77249506,19.88185868,21.99060978,20.84030795,21.81705088,22.95814607,21.58413193,19.26703454,20.36392041,18.20419824,20.25562022,23.07614297,20.3236636,20.85133496,19.80050394,22.14654922,24.10426334,23.68629,22.45588277,22.425599,20.97401207,20.73238755,23.5234011,23.48896815,22.02015138,21.02386662,21.80583769,21.57259826,18.45470505,18.07167231,19.8616074,23.61950209,21.56568073,21.47534654,23.0722274,23.91309465,25.78857439,21.64083428,21.22475338,21.61747896,21.95746189,22.86413922,23.36536403,18.99355002,18.59873209,20.00768794,22.6877511,21.21408796,22.30996979,20.87514221,21.50771366,22.64367148
LPC 18:1_A#_Pos,19.62662442,20.09937568,18.59843869,17.84880159,20.09381376,18.32052583,19.68703807,20.56768638,19.59390544,17.34669396,17.68333833,15.30741757,18.22927144,21.0760483,18.21434566,18.57004133,17.6240466,19.99940848,21.98160557,21.75497018,20.24706268,20.18594983,18.5734671,18.56772435,21.57581402,21.64916038,19.68643888,18.87915297,19.8356453,19.5736338,16.21675554,14.72943307,17.12965294,21.66165856,19.16309157,19.03672881,20.87633344,21.65932103,23.63548094,19.73642459,18.7788229,19.19654928,19.97178847,20.88150117,21.43903182,16.70645686,16.52895614,17.86202584,20.61227424,19.13986187,19.87739271,18.69055845,19.45586025,20.5548561
LPC 18:1_B_Pos,19.66747729,19.76816664,18.70211303,18.15330705,21.06644816,18.38051143,19.20460455,19.99626922,19.68704091,17.68746337,18.62444227,16.65000881,18.96101866,21.02765685,18.61107195,18.63129804,17.33429964,19.72358015,21.48245158,21.70976611,19.44508244,20.44561751,18.8252392,18.41574799,21.11604201,21.90772586,19.62915754,19.10586016,20.1856896,20.08436383,16.64366202,16.63422389,17.61671261,21.08065055,18.92994777,18.86607794,20.37316538,21.49610512,23.82752586,20.82513815,19.37407559,19.46017673,19.95717505,20.91672997,21.60834542,17.4527668,16.06780036,17.60288483,20.86273752,19.5171893,20.04306868,18.54607469,19.52458328,20.68698818
LPC 18:1(d7)_A_Pos,8.728586681,14.02036519,NA,9.883966376,NA,NA,NA,10.4141776,NA,9.495262521,NA,NA,NA,NA,NA,6.851560465,NA,NA,8.398518689,NA,12.11321936,9.160168481,10.59532569,10.71981164,10.27286089,NA,NA,NA,NA,NA,NA,NA,NA,9.12724335,NA,NA,NA,11.26937547,9.938912945,NA,NA,9.209976844,NA,NA,NA,10.18396543,NA,NA,NA,NA,NA,NA,NA,7.14070041
LPC 18:1(d7)_B_Pos,NA,14.02036519,NA,NA,NA,NA,6.608572551,10.69824483,NA,NA,NA,NA,NA,7.579750864,9.959860054,6.851560465,10.34785665,NA,7.021689509,NA,12.11321936,NA,NA,10.50547899,10.27286089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.938912945,NA,NA,9.209976844,NA,NA,NA,10.18396543,9.764162286,10.46147583,NA,NA,NA,7.607377961,NA,NA
LPC 18:1/0:0_Pos,22.31202688,22.27432069,21.15623791,20.40440694,23.23610607,21.14471935,21.69636052,23.0130442,21.68769003,19.99903605,21.28162549,19.41516976,21.30647936,23.32930721,20.86576913,21.36543691,20.01757016,22.10541002,23.83034325,23.76049646,22.02075101,22.90946553,21.34448764,20.9240114,23.24688187,23.98610999,21.66948671,21.40654727,22.36420041,22.23033339,19.61696765,19.52233091,20.20505249,23.31839002,21.48054595,21.66203801,22.85953145,23.8080721,26.51753454,22.95170661,21.88870074,21.93702562,22.05112733,23.08169643,23.88271193,19.95616309,19.25867025,20.25105665,23.18073035,21.50311889,22.57128275,21.0085681,21.87868407,23.07927405
LPC 18:2_A_Pos,23.15106521,22.19511178,22.0444466,24.04134971,25.66831003,24.38899962,22.71314822,24.0937675,22.28836436,23.32362192,23.91931162,21.50308322,23.22378139,25.90886406,23.24611677,21.69599871,21.27265661,22.94637395,23.04258937,23.18139918,21.5541783,25.69081634,24.90527331,24.41592703,21.47088263,21.78776186,20.40311457,24.38510427,25.25407438,25.12128645,20.73282138,21.1515413,23.52207317,21.16039546,20.17560293,19.57434204,22.76860556,23.72614489,25.23259798,25.18618324,25.2151597,25.55636196,21.92659116,22.54810747,23.07560558,23.5790411,22.78848259,23.79939973,25.89391809,24.37436285,24.94257022,21.1855872,21.6193731,22.69429068
LPC 18:2_A#_Pos,20.64966041,19.71237056,19.83088205,21.93087129,23.522329,21.9458566,20.33096226,21.10493525,20.39392856,21.27690841,21.21698776,19.05406731,21.18819747,23.56229223,21.18682655,19.2425725,19.04160372,20.67375623,20.91211386,21.10760031,18.99302423,23.19484113,22.63159192,22.28389363,19.17764965,19.5688222,17.58288304,22.21919912,23.1296972,22.96864219,18.39487467,18.74254484,21.32107096,19.02906958,17.31102172,16.32394162,20.43666109,21.65349202,22.97608251,23.02594626,22.58318384,23.10953334,19.80550949,20.50722582,20.98366395,21.06469586,20.43333456,21.80119518,23.48132679,22.35254942,22.30420815,18.85893572,19.38838301,20.56246099
LPC 18:2_B_Pos,18.81684241,18.52574436,17.60671085,21.26966246,24.29537499,20.91147314,18.86214219,19.64313488,19.11952361,20.68611673,20.82779215,18.02875596,20.04749066,22.8579914,20.53647515,17.88883478,16.82826287,19.51532203,20.08500236,21.11790956,17.60403215,23.06341031,22.00950313,22.00799918,19.00675877,20.18304107,16.44608447,21.1078592,22.72824273,23.00684474,17.41875458,17.41568757,19.57597626,18.84270419,16.15942773,15.85346569,19.38056677,20.72972498,23.13092951,23.88912844,22.16376348,22.22126666,18.84014202,20.10993025,20.87249617,20.09358098,18.2153573,20.87405249,22.8300849,21.52292607,21.87663769,17.84464015,18.89398066,20.21124836
LPC 18:2/0:0_Pos,21.40110222,20.79390858,20.18840785,23.42069659,26.58736316,23.59008277,21.25963679,22.49550123,21.55615263,22.81025469,23.60970581,20.77074086,22.19355548,25.1936535,22.57459531,20.46447578,19.89022916,21.88319915,22.48012011,23.29541891,20.3543531,25.60675497,24.36498183,24.19583557,21.4752298,22.2367379,19.60818454,23.3495947,24.95692939,25.23858229,20.02672182,20.10121124,22.00400381,20.96639615,19.23879447,19.13388368,21.85812115,23.13445996,25.47137771,26.22408235,24.83910894,24.64470933,21.09744415,22.21488183,23.06877361,22.56145601,21.11854943,22.90928287,25.21639346,23.75288203,24.47256804,20.33331912,21.13929299,22.42037865
