YALI1,YALI2
YALI1_D21256g,YALI2_D00349g
YALI1_D21327g,YALI2_D00352g
YALI1_D21385g,YALI2_D00784g
YALI1_D21408g,YALI2_D00783g
YALI1_D21424g,YALI2_D00353g
YALI1_D21458g,YALI2_D00782g
YALI1_D21464g,YALI2_D00354g
YALI1_D21511g,YALI2_D00356g
YALI1_D21543g,YALI2_D00781g
YALI1_D21565g,YALI2_D00357g
YALI1_D21586g,YALI2_D00358g
YALI1_D21610g,YALI2_D00359g
YALI1_D21631g,YALI2_D00360g
YALI1_D21667g,YALI2_D00779g
YALI1_D21702g,YALI2_D00361g
YALI1_D21830g,YALI2_D00778g
YALI1_D21847g,YALI2_D00777g
YALI1_D21986g,YALI2_D00362g
YALI1_D22053g,YALI2_D00363g
YALI1_D22083g,YALI2_D00364g
YALI1_D22124g,YALI2_D00776g
YALI1_D22157g,YALI2_D00365g
YALI1_D22237g,YALI2_D00775g
YALI1_D22247g,YALI2_D00366g
YALI1_D22274g,YALI2_D00774g
YALI1_D22342g,YALI2_D00367g
YALI1_D22368g,YALI2_D00773g
YALI1_D22413g,YALI2_D00368g
YALI1_D22568g,YALI2_D00369g
YALI1_D22636g,YALI2_D00370g
YALI1_D22663g,YALI2_D00371g
YALI1_D22691g,YALI2_D00772g
YALI1_D22704g,YALI2_D00372g
YALI1_D22759g,YALI2_D00771g
YALI1_D22768g,YALI2_D00373g
YALI1_D22804g,YALI2_D00770g
YALI1_D22834g,YALI2_D00374g
YALI1_D22864g,YALI2_D00769g
YALI1_D22888g,YALI2_D00768g
YALI1_D22906g,YALI2_D00767g
YALI1_D22961g,YALI2_D00375g
YALI1_D22997g,YALI2_D00376g
YALI1_D23067g,YALI2_D00766g
YALI1_D23128g,YALI2_D00765g
YALI1_D23142g,YALI2_D00377g
YALI1_D23169g,YALI2_D00378g
YALI1_D23224g,YALI2_D00381g
YALI1_D23237g,YALI2_D00382g
YALI1_D23265g,YALI2_D00764g
YALI1_D23274g,YALI2_D00383g
YALI1_D23337g,YALI2_D00384g
YALI1_D23377g,YALI2_D00385g
YALI1_D23479g,YALI2_D00386g
YALI1_D23575g,YALI2_D00387g
YALI1_D23622g,YALI2_D00388g
YALI1_D23653g,YALI2_D00763g
YALI1_D23668g,YALI2_D00389g
YALI1_D23688g,YALI2_D00762g
YALI1_D23693g,YALI2_D00390g
YALI1_D23730g,YALI2_D00391g
YALI1_D23753g,YALI2_D00761g
YALI1_D23785g,YALI2_D00392g
YALI1_D23885g,YALI2_D00393g
YALI1_D23934g,YALI2_D00760g
YALI1_D23995g,YALI2_D00394g
YALI1_D24026g,YALI2_D00759g
YALI1_D24054g,YALI2_D00395g
YALI1_D24069g,YALI2_D00396g
YALI1_D24095g,YALI2_D00758g
YALI1_D24109g,YALI2_D00757g
YALI1_D24127g,YALI2_D00397g
YALI1_D24138g,YALI2_D00398g
YALI1_D24182g,YALI2_D00399g
YALI1_D24225g,YALI2_D00756g
YALI1_D24249g,YALI2_D00400g
YALI1_D24308g,YALI2_D00755g
YALI1_D24333g,YALI2_D00401g
YALI1_D24361g,YALI2_D00754g
YALI1_D24375g,YALI2_D00402g
YALI1_D24387g,YALI2_D00403g
YALI1_D24398g,YALI2_D00404g
YALI1_D24425g,YALI2_D00405g
YALI1_D24508g,YALI2_D00406g
YALI1_D24546g,YALI2_D00753g
YALI1_D24580g,YALI2_D00407g
YALI1_D24626g,YALI2_D00752g
YALI1_D24649g,YALI2_D00408g
YALI1_D24687g,YALI2_D00409g
YALI1_D24718g,YALI2_D00751g
YALI1_D24751g,YALI2_D00410g
YALI1_D24770g,YALI2_D00411g
YALI1_D24836g,YALI2_D00750g
YALI1_D24892g,YALI2_D00749g
YALI1_D24918g,YALI2_D00412g
YALI1_D24941g,YALI2_D00413g
YALI1_D24961g,YALI2_D00414g
YALI1_D24997g,YALI2_D00748g
YALI1_D25037g,YALI2_D00747g
YALI1_D25104g,YALI2_D00746g
YALI1_D25137g,YALI2_D00745g
YALI1_D25151g,YALI2_D00415g
YALI1_D25178g,YALI2_D00416g
YALI1_D25208g,YALI2_D00744g
YALI1_D25216g,YALI2_D00417g
YALI1_D25233g,YALI2_D00418g
YALI1_D25250g,YALI2_D00743g
YALI1_D25255g,YALI2_D00419g
YALI1_D25288g,YALI2_D00742g
YALI1_D25289g,YALI2_D00420g
YALI1_D25330g,YALI2_D00741g
YALI1_D25359g,YALI2_D00740g
YALI1_D25370g,YALI2_D00421g
YALI1_D25400g,YALI2_D00422g
YALI1_D25419g,YALI2_D00423g
YALI1_D25450g,YALI2_D00739g
YALI1_D25472g,YALI2_D00424g
YALI1_D25529g,YALI2_D00425g
YALI1_D25606g,YALI2_D00738g
YALI1_D25616g,YALI2_D00426g
YALI1_D25664g,YALI2_D00427g
YALI1_D25715g,YALI2_D00428g
YALI1_D25744g,YALI2_D00429g
YALI1_D25786g,YALI2_D00737g
YALI1_D25813g,YALI2_D00430g
YALI1_D25851g,YALI2_D00736g
YALI1_D25899g,YALI2_D00431g
YALI1_D25968g,YALI2_D00735g
YALI1_D26006g,YALI2_D00734g
YALI1_D26036g,YALI2_D00432g
YALI1_D26051g,YALI2_D00733g
YALI1_D26084g,YALI2_D00433g
YALI1_D26114g,YALI2_D00434g
YALI1_D26142g,YALI2_D00732g
YALI1_D26146g,YALI2_D00435g
YALI1_D26186g,YALI2_D00731g
YALI1_D26218g,YALI2_D00730g
YALI1_D26263g,YALI2_D00436g
YALI1_D26316g,YALI2_D00729g
YALI1_D26320g,YALI2_D00437g
YALI1_D26360g,YALI2_D00728g
YALI1_D26394g,YALI2_D00727g
YALI1_D26438g,YALI2_D00726g
YALI1_D26467g,YALI2_D00439g
YALI1_D26496g,YALI2_D00440g
YALI1_D26511g,YALI2_D00441g
YALI1_D26529g,YALI2_D00442g
YALI1_D26559g,YALI2_D00443g
YALI1_D26586g,YALI2_D00725g
YALI1_D26610g,YALI2_D00444g
YALI1_D26639g,YALI2_D00724g
YALI1_D26666g,YALI2_D00723g
YALI1_D26671g,YALI2_D00445g
YALI1_D26721g,YALI2_D00722g
YALI1_D26730g,YALI2_D00446g
YALI1_D26759g,YALI2_D00721g
YALI1_D26765g,YALI2_D00447g
YALI1_D26808g,YALI2_D00720g
YALI1_D26844g,YALI2_D00719g
YALI1_D26956g,YALI2_D00718g
YALI1_D26978g,YALI2_D00717g
YALI1_D26993g,YALI2_D00449g
YALI1_D27044g,YALI2_D00716g
YALI1_D27057g,YALI2_D00715g
YALI1_D27068g,YALI2_D00714g
YALI1_D27074g,YALI2_D00450g
YALI1_D27100g,YALI2_D00451g
YALI1_D27126g,YALI2_D00452g
YALI1_D27148g,YALI2_D00713g
YALI1_D27163g,YALI2_D00453g
YALI1_D27181g,YALI2_D00454g
YALI1_D27235g,YALI2_D00712g
YALI1_D27251g,YALI2_D00455g
YALI1_D27274g,YALI2_D00711g
YALI1_D27297g,YALI2_D00456g
YALI1_D27324g,YALI2_D00710g
YALI1_D27385g,YALI2_D00457g
YALI1_D27500g,YALI2_D00709g
YALI1_D27547g,YALI2_D00458g
YALI1_D27599g,YALI2_D00708g
YALI1_D27637g,YALI2_D00459g
YALI1_D27718g,YALI2_D00707g
YALI1_D27748g,YALI2_D00706g
YALI1_D27762g,YALI2_D00705g
YALI1_D27780g,YALI2_D00704g
YALI1_D27808g,YALI2_D00703g
YALI1_D27826g,YALI2_D00702g
YALI1_D27844g,YALI2_D00460g
YALI1_D27867g,YALI2_D00701g
YALI1_D27884g,YALI2_D00461g
YALI1_D27912g,YALI2_D00700g
YALI1_D27995g,YALI2_D00699g
YALI1_D28003g,YALI2_D00462g
YALI1_D28033g,YALI2_D00463g
YALI1_D28064g,YALI2_D00464g
YALI1_D28087g,YALI2_D00465g
YALI1_D28150g,YALI2_D00466g
YALI1_D28213g,YALI2_D00698g
YALI1_D28221g,YALI2_D00467g
YALI1_D28273g,YALI2_D00468g
YALI1_D28351g,YALI2_D00697g
YALI1_D28404g,YALI2_D00696g
YALI1_D28518g,YALI2_D00695g
YALI1_D28537g,YALI2_D00469g
YALI1_D28569g,YALI2_D00470g
YALI1_D28630g,YALI2_D00694g
YALI1_D28646g,YALI2_D00471g
YALI1_D28825g,YALI2_D00693g
YALI1_D28842g,YALI2_D00473g
YALI1_D28890g,YALI2_D00692g
YALI1_D28934g,YALI2_D00691g
YALI1_D28999g,YALI2_D00474g
YALI1_D29020g,YALI2_D00690g
YALI1_D29109g,YALI2_D00689g
YALI1_D29203g,YALI2_D00688g
YALI1_D29215g,YALI2_D00475g
YALI1_D29237g,YALI2_D00687g
YALI1_D29279g,YALI2_D00476g
YALI1_D29335g,YALI2_D00477g
YALI1_D29371g,YALI2_D00478g
YALI1_D29419g,YALI2_D00479g
YALI1_D29457g,YALI2_D00686g
YALI1_D29481g,YALI2_D00480g
YALI1_D29523g,YALI2_D00685g
YALI1_D29549g,YALI2_D00481g
YALI1_D29626g,YALI2_D00684g
YALI1_D29668g,YALI2_D00683g
YALI1_D29699g,YALI2_D00682g
YALI1_D29703g,YALI2_D00482g
YALI1_D29728g,YALI2_D00483g
YALI1_D29768g,YALI2_D00681g
YALI1_D29831g,YALI2_D00680g
YALI1_D29852g,YALI2_D00679g
YALI1_D29910g,YALI2_D00484g
YALI1_D29951g,YALI2_D00678g
YALI1_D29966g,YALI2_D00485g
YALI1_D29994g,YALI2_D00677g
YALI1_D30003g,YALI2_D00486g
YALI1_D30058g,YALI2_D00676g
YALI1_D30097g,YALI2_D00487g
YALI1_D30161g,YALI2_D00488g
YALI1_D30196g,YALI2_D00489g
YALI1_D30224g,YALI2_D00675g
YALI1_D30230g,YALI2_D00490g
YALI1_D30256g,YALI2_D00491g
YALI1_D30285g,YALI2_D00492g
YALI1_D30319g,YALI2_D00674g
YALI1_D30324g,YALI2_D00493g
YALI1_D30420g,YALI2_D00494g
YALI1_D30459g,YALI2_D00673g
YALI1_D30474g,YALI2_D00672g
YALI1_D30506g,YALI2_D00495g
YALI1_D30540g,YALI2_D00496g
YALI1_D30570g,YALI2_D00497g
YALI1_D30593g,YALI2_D00498g
YALI1_D30618g,YALI2_D00499g
YALI1_D30653g,YALI2_D00500g
YALI1_D30705g,YALI2_D00501g
YALI1_D30781g,YALI2_D00503g
YALI1_D30826g,YALI2_D00671g
YALI1_D30843g,YALI2_D00670g
YALI1_D30866g,YALI2_D00504g
YALI1_D30899g,YALI2_D00669g
YALI1_D30922g,YALI2_D00668g
YALI1_D30941g,YALI2_D00505g
YALI1_D30999g,YALI2_D00506g
YALI1_D31083g,YALI2_D00667g
YALI1_D31155g,YALI2_D00666g
YALI1_D31186g,YALI2_D00507g
YALI1_D31258g,YALI2_D00665g
YALI1_D31274g,YALI2_D00508g
YALI1_D31387g,YALI2_D00664g
YALI1_D31402g,YALI2_D00509g
YALI1_D31482g,YALI2_D00663g
YALI1_D31568g,YALI2_D00662g
YALI1_D31624g,YALI2_D00661g
YALI1_D31672g,YALI2_D00510g
YALI1_D31719g,YALI2_D00511g
YALI1_D31823g,YALI2_D00660g
YALI1_D31866g,YALI2_D00659g
YALI1_D31914g,YALI2_D00512g
YALI1_D31948g,YALI2_D00513g
YALI1_D32002g,YALI2_D00658g
YALI1_D32013g,YALI2_D00514g
YALI1_D32070g,YALI2_D00657g
YALI1_D32111g,YALI2_D00656g
YALI1_D32153g,YALI2_D00517g
YALI1_D32209g,YALI2_D00518g
YALI1_D32268g,YALI2_D00519g
YALI1_D32316g,YALI2_D00520g
YALI1_D32369g,YALI2_D00655g
YALI1_D32424g,YALI2_D00654g
YALI1_D32435g,YALI2_D00521g
YALI1_D32468g,YALI2_D00522g
YALI1_D32494g,YALI2_D00523g
YALI1_D32519g,YALI2_D00653g
YALI1_D32568g,YALI2_D00652g
YALI1_D32594g,YALI2_D00525g
YALI1_D32619g,YALI2_D00526g
YALI1_D32663g,YALI2_D00527g
YALI1_D32695g,YALI2_D00650g
YALI1_D32812g,YALI2_D00648g
YALI1_D32832g,YALI2_D00647g
YALI1_D32880g,YALI2_D00528g
YALI1_D32958g,YALI2_D00646g
YALI1_D33042g,YALI2_D00529g
YALI1_D33105g,YALI2_D00645g
YALI1_D33119g,YALI2_D00530g
YALI1_D33168g,YALI2_D00644g
YALI1_D33207g,YALI2_D00531g
YALI1_D33229g,YALI2_D00532g
YALI1_D33274g,YALI2_D00642g
YALI1_D33289g,YALI2_D00641g
YALI1_D33307g,YALI2_D00640g
YALI1_D33321g,YALI2_D00533g
YALI1_D33350g,YALI2_D00534g
YALI1_D33380g,YALI2_D00639g
YALI1_D33418g,YALI2_D00638g
YALI1_D33428g,YALI2_D00535g
YALI1_D33465g,YALI2_D00637g
YALI1_D33504g,YALI2_D00536g
YALI1_D33552g,YALI2_D00537g
YALI1_D33599g,YALI2_D00636g
YALI1_D33640g,YALI2_D00635g
YALI1_D33653g,YALI2_D00538g
YALI1_D33696g,YALI2_D00634g
YALI1_D33735g,YALI2_D00539g
YALI1_D33780g,YALI2_D00632g
YALI1_D33820g,YALI2_D00631g
YALI1_D33835g,YALI2_D00540g
YALI1_D33879g,YALI2_D00629g
YALI1_D33889g,YALI2_D00541g
YALI1_D33941g,YALI2_D00628g
YALI1_D33961g,YALI2_D00627g
YALI1_D33978g,YALI2_D00626g
YALI1_D33988g,YALI2_D00542g
YALI1_D34022g,YALI2_D00543g
YALI1_D34043g,YALI2_D00544g
YALI1_D34057g,YALI2_D00625g
YALI1_D34078g,YALI2_D00624g
YALI1_D34106g,YALI2_D00623g
YALI1_D34119g,YALI2_D00545g
YALI1_D34149g,YALI2_D00546g
YALI1_D34213g,YALI2_D00622g
YALI1_D34232g,YALI2_D00621g
YALI1_D34258g,YALI2_D00547g
YALI1_D34270g,YALI2_D00620g
YALI1_D34288g,YALI2_D00548g
YALI1_D34353g,YALI2_D00619g
YALI1_D34395g,YALI2_D00549g
YALI1_D34446g,YALI2_D00618g
YALI1_D34487g,YALI2_D00617g
YALI1_D34508g,YALI2_D00616g
YALI1_D34529g,YALI2_D00550g
YALI1_D34594g,YALI2_D00615g
YALI1_D34621g,YALI2_D00551g
YALI1_D34643g,YALI2_D00614g
YALI1_D34684g,YALI2_D00613g
YALI1_D34710g,YALI2_D00612g
YALI1_D34739g,YALI2_D00552g
YALI1_D34758g,YALI2_D00611g
YALI1_D34785g,YALI2_D00553g
YALI1_D34840g,YALI2_D00554g
YALI1_D34860g,YALI2_D00610g
YALI1_D34865g,YALI2_D00555g
YALI1_D34893g,YALI2_D00609g
YALI1_D34933g,YALI2_D00608g
YALI1_D34980g,YALI2_D00607g
YALI1_D35025g,YALI2_D00556g
YALI1_D35061g,YALI2_D00557g
YALI1_D35096g,YALI2_D00605g
YALI1_D35119g,YALI2_D00604g
YALI1_D35126g,YALI2_D00558g
YALI1_D35143g,YALI2_D00603g
YALI1_D35148g,YALI2_D00559g
YALI1_D35190g,YALI2_D00560g
YALI1_D35210g,YALI2_D00602g
YALI1_D35258g,YALI2_D00601g
YALI1_D35356g,YALI2_D00561g
YALI1_D35394g,YALI2_D00599g
YALI1_D35398g,YALI2_D00562g
YALI1_D35424g,YALI2_D00598g
YALI1_D35435g,YALI2_D00597g
YALI1_D35443g,YALI2_D00563g
YALI1_D35484g,YALI2_D00596g
YALI1_D35509g,YALI2_D00564g
YALI1_D35575g,YALI2_D00595g
YALI1_D35593g,YALI2_D00566g
YALI1_D35635g,YALI2_D00567g
YALI1_D35669g,YALI2_D00568g
YALI1_D35711g,YALI2_D00594g
YALI1_D35718g,YALI2_D00569g
YALI1_D35735g,YALI2_D00570g
YALI1_D35768g,YALI2_D00593g
YALI1_D35787g,YALI2_D00571g
YALI1_D35809g,YALI2_D00572g
YALI1_D35852g,YALI2_D00573g
YALI1_D35870g,YALI2_D00574g
YALI1_D35907g,YALI2_D00592g
YALI1_D35911g,YALI2_D00575g
YALI1_D35945g,YALI2_D00591g
YALI1_D35965g,YALI2_D00590g
YALI1_D35966g,YALI2_D00576g
YALI1_D36035g,YALI2_D00578g
YALI1_D36100g,YALI2_D00580g
YALI1_D36122g,YALI2_D00581g
YALI1_D36137g,YALI2_D00588g
YALI1_D36161g,YALI2_D00587g
YALI1_D36182g,YALI2_D00582g
YALI1_D36215g,YALI2_D00586g
YALI1_D36255g,YALI2_D00585g
YALI1_D36267g,YALI2_D00584g
YALI1_E00040g,YALI2_E01769g
YALI1_E00115g,YALI2_E00001g
YALI1_E00239g,YALI2_E00002g
YALI1_E00280g,YALI2_E01767g
YALI1_E00306g,YALI2_E01766g
YALI1_E00318g,YALI2_E00003g
YALI1_E00337g,YALI2_E01765g
YALI1_E00340g,YALI2_E00004g
YALI1_E00358g,YALI2_E00005g
YALI1_E00389g,YALI2_E01764g
YALI1_E00412g,YALI2_E01763g
YALI1_E00437g,YALI2_E01762g
YALI1_E00510g,YALI2_E01761g
YALI1_E00527g,YALI2_E01760g
YALI1_E00533g,YALI2_E00006g
YALI1_E00551g,YALI2_E01759g
YALI1_E00574g,YALI2_E00007g
YALI1_E00588g,YALI2_E00008g
YALI1_E00628g,YALI2_E00009g
YALI1_E00680g,YALI2_E01758g
YALI1_E00746g,YALI2_E00010g
YALI1_E00760g,YALI2_E01757g
YALI1_E00824g,YALI2_E00011g
YALI1_E00869g,YALI2_E01756g
YALI1_E00872g,YALI2_E00012g
YALI1_E00907g,YALI2_E00013g
YALI1_E00928g,YALI2_E00014g
YALI1_E00948g,YALI2_E01755g
YALI1_E00963g,YALI2_E00015g
YALI1_E01019g,YALI2_E01754g
YALI1_E01033g,YALI2_E00016g
YALI1_E01057g,YALI2_E01753g
YALI1_E01081g,YALI2_E01752g
YALI1_E01105g,YALI2_E01751g
YALI1_E01133g,YALI2_E00017g
YALI1_E01159g,YALI2_E01750g
YALI1_E01163g,YALI2_E00018g
YALI1_E01193g,YALI2_E01749g
YALI1_E01213g,YALI2_E01748g
YALI1_E01235g,YALI2_E01747g
YALI1_E01251g,YALI2_E00019g
YALI1_E01286g,YALI2_E01746g
YALI1_E01299g,YALI2_E00020g
YALI1_E01352g,YALI2_E01744g
YALI1_E01392g,YALI2_E00021g
YALI1_E01422g,YALI2_E01743g
YALI1_E01463g,YALI2_E00022g
YALI1_E01530g,YALI2_E00023g
YALI1_E01589g,YALI2_E01742g
YALI1_E01614g,YALI2_E01741g
YALI1_E01623g,YALI2_E00024g
YALI1_E01649g,YALI2_E01740g
YALI1_E01657g,YALI2_E00025g
YALI1_E01689g,YALI2_E01739g
YALI1_E01694g,YALI2_E00026g
YALI1_E01741g,YALI2_E00027g
YALI1_E01778g,YALI2_E01738g
YALI1_E01793g,YALI2_E01737g
YALI1_E01798g,YALI2_E00028g
YALI1_E01885g,YALI2_E01736g
YALI1_E01904g,YALI2_E01735g
YALI1_E01935g,YALI2_E01734g
YALI1_E01947g,YALI2_E00030g
YALI1_E02000g,YALI2_E01733g
YALI1_E02007g,YALI2_E00031g
YALI1_E02046g,YALI2_E01732g
YALI1_E02056g,YALI2_E00032g
YALI1_E02102g,YALI2_E00033g
YALI1_E02121g,YALI2_E01731g
YALI1_E02143g,YALI2_E00034g
YALI1_E02162g,YALI2_E00035g
YALI1_E02183g,YALI2_E00036g
YALI1_E02203g,YALI2_E00037g
YALI1_E02231g,YALI2_E01730g
YALI1_E02239g,YALI2_E00038g
YALI1_E02265g,YALI2_E00039g
YALI1_E02287g,YALI2_E01729g
YALI1_E02290g,YALI2_E00040g
YALI1_E02305g,YALI2_E01728g
YALI1_E02317g,YALI2_E00042g
YALI1_E02348g,YALI2_E01727g
YALI1_E02355g,YALI2_E00043g
YALI1_E02372g,YALI2_E01726g
YALI1_E02377g,YALI2_E00044g
YALI1_E02413g,YALI2_E01725g
YALI1_E02415g,YALI2_E00045g
YALI1_E02432g,YALI2_E01724g
YALI1_E02438g,YALI2_E00046g
YALI1_E02454g,YALI2_E01723g
YALI1_E02468g,YALI2_E00047g
YALI1_E02481g,YALI2_E00048g
YALI1_E02529g,YALI2_E00049g
YALI1_E02574g,YALI2_E00050g
YALI1_E02616g,YALI2_E01722g
YALI1_E02626g,YALI2_E00051g
YALI1_E02648g,YALI2_E00052g
YALI1_E02678g,YALI2_E01721g
YALI1_E02767g,YALI2_E00053g
YALI1_E02799g,YALI2_E01720g
YALI1_E02832g,YALI2_E01719g
YALI1_E02850g,YALI2_E01718g
YALI1_E02885g,YALI2_E00054g
YALI1_E02906g,YALI2_E00055g
YALI1_E02948g,YALI2_E01717g
YALI1_E02959g,YALI2_E01716g
YALI1_E02966g,YALI2_E00056g
YALI1_E02996g,YALI2_E01715g
YALI1_E03039g,YALI2_E01714g
YALI1_E03067g,YALI2_E01713g
YALI1_E03088g,YALI2_E00057g
YALI1_E03150g,YALI2_E01712g
YALI1_E03158g,YALI2_E01711g
YALI1_E03163g,YALI2_E00058g
YALI1_E03183g,YALI2_E01710g
YALI1_E03185g,YALI2_E00059g
YALI1_E03220g,YALI2_E01709g
YALI1_E03243g,YALI2_E00060g
YALI1_E03300g,YALI2_E01708g
YALI1_E03320g,YALI2_E00062g
YALI1_E03387g,YALI2_E01707g
YALI1_E03396g,YALI2_E00063g
YALI1_E03416g,YALI2_E00064g
YALI1_E03439g,YALI2_E01706g
YALI1_E03449g,YALI2_E00065g
YALI1_E03507g,YALI2_E01705g
YALI1_E03510g,YALI2_E00066g
YALI1_E03527g,YALI2_E01704g
YALI1_E03535g,YALI2_E00067g
YALI1_E03553g,YALI2_E00068g
YALI1_E03584g,YALI2_E01703g
YALI1_E03623g,YALI2_E00069g
YALI1_E03651g,YALI2_E01702g
YALI1_E03672g,YALI2_E00070g
YALI1_E03723g,YALI2_E00071g
YALI1_E03762g,YALI2_E01701g
YALI1_E03789g,YALI2_E00072g
YALI1_E03846g,YALI2_E01700g
YALI1_E03870g,YALI2_E01699g
YALI1_E03904g,YALI2_E01698g
YALI1_E03918g,YALI2_E00073g
YALI1_E03941g,YALI2_E00074g
YALI1_E03973g,YALI2_E01697g
YALI1_E03999g,YALI2_E00075g
YALI1_E04007g,YALI2_E00076g
YALI1_E04023g,YALI2_E01696g
YALI1_E04033g,YALI2_E00077g
YALI1_E04060g,YALI2_E01695g
YALI1_E04091g,YALI2_E00078g
YALI1_E04143g,YALI2_E00079g
YALI1_E04177g,YALI2_E00080g
YALI1_E04201g,YALI2_E01693g
YALI1_E04229g,YALI2_E01692g
YALI1_E04278g,YALI2_E00081g
YALI1_E04312g,YALI2_E00082g
YALI1_E04341g,YALI2_E01691g
YALI1_E04349g,YALI2_E00083g
YALI1_E04359g,YALI2_E00084g
YALI1_E04420g,YALI2_E01690g
YALI1_E04437g,YALI2_E01689g
YALI1_E04499g,YALI2_E00085g
YALI1_E04531g,YALI2_E00086g
YALI1_E04544g,YALI2_E00087g
YALI1_E04575g,YALI2_E01688g
YALI1_E04576g,YALI2_E00088g
YALI1_E04590g,YALI2_E01687g
YALI1_E04613g,YALI2_E01686g
YALI1_E04629g,YALI2_E00089g
YALI1_E04672g,YALI2_E00090g
YALI1_E04688g,YALI2_E00091g
YALI1_E04706g,YALI2_E00092g
YALI1_E04719g,YALI2_E01685g
YALI1_E04744g,YALI2_E01684g
YALI1_E04790g,YALI2_E01683g
YALI1_E04795g,YALI2_E00093g
YALI1_E04807g,YALI2_E01682g
YALI1_E04823g,YALI2_E00094g
YALI1_E04845g,YALI2_E01681g
YALI1_E04859g,YALI2_E00095g
YALI1_E04909g,YALI2_E01680g
YALI1_E04968g,YALI2_E01679g
YALI1_E05004g,YALI2_E00096g
YALI1_E05074g,YALI2_E00097g
YALI1_E05103g,YALI2_E01678g
YALI1_E05119g,YALI2_E00098g
YALI1_E05145g,YALI2_E01677g
YALI1_E05158g,YALI2_E00099g
YALI1_E05180g,YALI2_E01676g
YALI1_E05261g,YALI2_E01675g
YALI1_E05285g,YALI2_E01674g
YALI1_E05309g,YALI2_E00100g
YALI1_E05329g,YALI2_E00101g
YALI1_E05390g,YALI2_E01672g
YALI1_E05403g,YALI2_E01671g
YALI1_E05416g,YALI2_E00102g
YALI1_E05446g,YALI2_E00103g
YALI1_E05489g,YALI2_E01670g
YALI1_E05538g,YALI2_E01669g
YALI1_E05576g,YALI2_E01668g
YALI1_E05584g,YALI2_E00104g
YALI1_E05599g,YALI2_E01667g
YALI1_E05602g,YALI2_E00105g
YALI1_E05630g,YALI2_E01666g
YALI1_E05645g,YALI2_E01665g
YALI1_E05664g,YALI2_E01664g
YALI1_E05668g,YALI2_E00106g
YALI1_E05681g,YALI2_E00107g
YALI1_E05701g,YALI2_E01663g
YALI1_E05709g,YALI2_E00108g
YALI1_E05731g,YALI2_E00109g
YALI1_E05767g,YALI2_E00110g
YALI1_E05811g,YALI2_E01661g
YALI1_E05833g,YALI2_E01660g
YALI1_E05854g,YALI2_E00111g
YALI1_E05866g,YALI2_E00112g
YALI1_E05907g,YALI2_E01659g
YALI1_E05929g,YALI2_E00113g
YALI1_E05963g,YALI2_E01658g
YALI1_E05972g,YALI2_E01657g
YALI1_E05975g,YALI2_E00114g
YALI1_E05994g,YALI2_E01656g
YALI1_E06015g,YALI2_E01655g
YALI1_E06031g,YALI2_E00115g
YALI1_E06056g,YALI2_E01654g
YALI1_E06068g,YALI2_E00116g
YALI1_E06109g,YALI2_E01653g
YALI1_E06119g,YALI2_E00117g
YALI1_E06137g,YALI2_E01652g
YALI1_E06158g,YALI2_E01651g
YALI1_E06178g,YALI2_E00118g
YALI1_E06212g,YALI2_E01650g
YALI1_E06220g,YALI2_E00119g
YALI1_E06280g,YALI2_E01649g
YALI1_E06317g,YALI2_E01648g
YALI1_E06331g,YALI2_E01647g
YALI1_E06355g,YALI2_E00120g
YALI1_E06365g,YALI2_E00121g
YALI1_E06406g,YALI2_E01646g
YALI1_E06441g,YALI2_E00122g
YALI1_E06484g,YALI2_E00123g
YALI1_E06535g,YALI2_E00124g
YALI1_E06573g,YALI2_E01645g
YALI1_E06583g,YALI2_E00125g
YALI1_E06616g,YALI2_E00126g
YALI1_E06664g,YALI2_E00127g
YALI1_E06697g,YALI2_E01644g
YALI1_E06712g,YALI2_E00128g
YALI1_E06737g,YALI2_E00129g
YALI1_E06759g,YALI2_E01643g
YALI1_E06843g,YALI2_E01642g
YALI1_E06882g,YALI2_E00130g
YALI1_E06946g,YALI2_E00131g
YALI1_E07019g,YALI2_E00132g
YALI1_E07040g,YALI2_E01641g
YALI1_E07099g,YALI2_E00133g
YALI1_E07121g,YALI2_E00134g
YALI1_E07153g,YALI2_E00135g
YALI1_E07178g,YALI2_E00136g
YALI1_E07234g,YALI2_E01640g
YALI1_E07302g,YALI2_E01639g
YALI1_E07306g,YALI2_E00137g
YALI1_E07347g,YALI2_E01638g
YALI1_E07361g,YALI2_E00138g
YALI1_E07409g,YALI2_E00139g
YALI1_E07471g,YALI2_E01637g
YALI1_E07479g,YALI2_E00140g
YALI1_E07506g,YALI2_E01636g
YALI1_E07508g,YALI2_E00141g
YALI1_E07522g,YALI2_E01635g
YALI1_E07535g,YALI2_E00142g
YALI1_E07571g,YALI2_E01634g
YALI1_E07601g,YALI2_E00143g
YALI1_E07657g,YALI2_E01633g
YALI1_E07676g,YALI2_E00144g
YALI1_E07744g,YALI2_E01632g
YALI1_E07790g,YALI2_E01631g
YALI1_E07818g,YALI2_E00145g
YALI1_E07874g,YALI2_E01630g
YALI1_E07899g,YALI2_E01629g
YALI1_E07920g,YALI2_E01628g
YALI1_E07950g,YALI2_E01627g
YALI1_E07984g,YALI2_E00146g
YALI1_E08021g,YALI2_E01626g
YALI1_E08035g,YALI2_E01625g
YALI1_E08043g,YALI2_E00147g
YALI1_E08071g,YALI2_E00148g
YALI1_E08104g,YALI2_E01624g
YALI1_E08114g,YALI2_E00149g
YALI1_E08157g,YALI2_E01623g
