YALI1,YALI2
YALI1_F14368g,YALI2_F00769g
YALI1_F14374g,YALI2_F00212g
YALI1_F14403g,YALI2_F00768g
YALI1_F14409g,YALI2_F00213g
YALI1_F14443g,YALI2_F00767g
YALI1_F14495g,YALI2_F00214g
YALI1_F14542g,YALI2_F00215g
YALI1_F14583g,YALI2_F00766g
YALI1_F14625g,YALI2_F00765g
YALI1_F14650g,YALI2_F00764g
YALI1_F14688g,YALI2_F00216g
YALI1_F14712g,YALI2_F00763g
YALI1_F14729g,YALI2_F00762g
YALI1_F14746g,YALI2_F00217g
YALI1_F14766g,YALI2_F00761g
YALI1_F14793g,YALI2_F00760g
YALI1_F14805g,YALI2_F00218g
YALI1_F14827g,YALI2_F00219g
YALI1_F14850g,YALI2_F00220g
YALI1_F14882g,YALI2_F00759g
YALI1_F14900g,YALI2_F00221g
YALI1_F14933g,YALI2_F00758g
YALI1_F14958g,YALI2_F00222g
YALI1_F15017g,YALI2_F00757g
YALI1_F15038g,YALI2_F00756g
YALI1_F15070g,YALI2_F00223g
YALI1_F15108g,YALI2_F00755g
YALI1_F15141g,YALI2_F00754g
YALI1_F15186g,YALI2_F00753g
YALI1_F15218g,YALI2_F00224g
YALI1_F15265g,YALI2_F00225g
YALI1_F15291g,YALI2_F00226g
YALI1_F15311g,YALI2_F00227g
YALI1_F15334g,YALI2_F00751g
YALI1_F15352g,YALI2_F00750g
YALI1_F15403g,YALI2_F00748g
YALI1_F15418g,YALI2_F00228g
YALI1_F15449g,YALI2_F00747g
YALI1_F15477g,YALI2_F00229g
YALI1_F15517g,YALI2_F00746g
YALI1_F15533g,YALI2_F00230g
YALI1_F15568g,YALI2_F00231g
YALI1_F15641g,YALI2_F00745g
YALI1_F15692g,YALI2_F00744g
YALI1_F15708g,YALI2_F00232g
YALI1_F15745g,YALI2_F00743g
YALI1_F15769g,YALI2_F00742g
YALI1_F15781g,YALI2_F00233g
YALI1_F15793g,YALI2_F00234g
YALI1_F15827g,YALI2_F00741g
YALI1_F15859g,YALI2_F00235g
YALI1_F15878g,YALI2_F00740g
YALI1_F15886g,YALI2_F00236g
YALI1_F15905g,YALI2_F00739g
YALI1_F15961g,YALI2_F00738g
YALI1_F15990g,YALI2_F00737g
YALI1_F16005g,YALI2_F00736g
YALI1_F16035g,YALI2_F00735g
YALI1_F16045g,YALI2_F00237g
YALI1_F16069g,YALI2_F00238g
YALI1_F16117g,YALI2_F00734g
YALI1_F16158g,YALI2_F00239g
YALI1_F16270g,YALI2_F00733g
YALI1_F16478g,YALI2_F00240g
YALI1_F16568g,YALI2_F00241g
YALI1_F16600g,YALI2_F00732g
YALI1_F16614g,YALI2_F00242g
YALI1_F16656g,YALI2_F00243g
YALI1_F16702g,YALI2_F00731g
YALI1_F16717g,YALI2_F00244g
YALI1_F16743g,YALI2_F00245g
YALI1_F16796g,YALI2_F00246g
YALI1_F16856g,YALI2_F00247g
YALI1_F16915g,YALI2_F00248g
YALI1_F16984g,YALI2_F00730g
YALI1_F17004g,YALI2_F00249g
YALI1_F17025g,YALI2_F00250g
YALI1_F17034g,YALI2_F00251g
YALI1_F17066g,YALI2_F00729g
YALI1_F17082g,YALI2_F00728g
YALI1_F17103g,YALI2_F00252g
YALI1_F17138g,YALI2_F00253g
YALI1_F17203g,YALI2_F00727g
YALI1_F17215g,YALI2_F00254g
YALI1_F17265g,YALI2_F00726g
YALI1_F17289g,YALI2_F00725g
YALI1_F17302g,YALI2_F00255g
YALI1_F17337g,YALI2_F00256g
YALI1_F17369g,YALI2_F00724g
YALI1_F17383g,YALI2_F00257g
YALI1_F17431g,YALI2_F00723g
YALI1_F17472g,YALI2_F00722g
YALI1_F17491g,YALI2_F00721g
YALI1_F17496g,YALI2_F00258g
YALI1_F17520g,YALI2_F00720g
YALI1_F17522g,YALI2_F00259g
YALI1_F17547g,YALI2_F00719g
YALI1_F17549g,YALI2_F00260g
YALI1_F17569g,YALI2_F00261g
YALI1_F17603g,YALI2_F00718g
YALI1_F17637g,YALI2_F00717g
YALI1_F17657g,YALI2_F00262g
YALI1_F17706g,YALI2_F00714g
YALI1_F17709g,YALI2_F00263g
YALI1_F17756g,YALI2_F00713g
YALI1_F17788g,YALI2_F00712g
YALI1_F17805g,YALI2_F00264g
YALI1_F17836g,YALI2_F00265g
YALI1_F17907g,YALI2_F00266g
YALI1_F17912g,YALI2_F00267g
YALI1_F17930g,YALI2_F00711g
YALI1_F17949g,YALI2_F00710g
YALI1_F17962g,YALI2_F00268g
YALI1_F17988g,YALI2_F00269g
YALI1_F18023g,YALI2_F00270g
YALI1_F18081g,YALI2_F00709g
YALI1_F18105g,YALI2_F00708g
YALI1_F18122g,YALI2_F00271g
YALI1_F18152g,YALI2_F00272g
YALI1_F18202g,YALI2_F00707g
YALI1_F18239g,YALI2_F00706g
YALI1_F18276g,YALI2_F00273g
YALI1_F18357g,YALI2_F00705g
YALI1_F18381g,YALI2_F00274g
YALI1_F18429g,YALI2_F00275g
YALI1_F18459g,YALI2_F00704g
YALI1_F18524g,YALI2_F00703g
YALI1_F18550g,YALI2_F00276g
YALI1_F18740g,YALI2_F00700g
YALI1_F18766g,YALI2_F00277g
YALI1_F18835g,YALI2_F00278g
YALI1_F18897g,YALI2_F00698g
YALI1_F18920g,YALI2_F00279g
YALI1_F18943g,YALI2_F00697g
YALI1_F18947g,YALI2_F00280g
YALI1_F18979g,YALI2_F00696g
YALI1_F19007g,YALI2_F00695g
YALI1_F19047g,YALI2_F00694g
YALI1_F19058g,YALI2_F00281g
YALI1_F19090g,YALI2_F00282g
YALI1_F19106g,YALI2_F00283g
YALI1_F19126g,YALI2_F00693g
YALI1_F19140g,YALI2_F00692g
YALI1_F19153g,YALI2_F00691g
YALI1_F19169g,YALI2_F00690g
YALI1_F19180g,YALI2_F00284g
YALI1_F19192g,YALI2_F00285g
YALI1_F19216g,YALI2_F00689g
YALI1_F19218g,YALI2_F00286g
YALI1_F19244g,YALI2_F00688g
YALI1_F19249g,YALI2_F00287g
YALI1_F19268g,YALI2_F00288g
YALI1_F19345g,YALI2_F00687g
YALI1_F19370g,YALI2_F00686g
YALI1_F19381g,YALI2_F00289g
YALI1_F19478g,YALI2_F00685g
YALI1_F19500g,YALI2_F00290g
YALI1_F19556g,YALI2_F00291g
YALI1_F19579g,YALI2_F00684g
YALI1_F19610g,YALI2_F00682g
YALI1_F19635g,YALI2_F00292g
YALI1_F19697g,YALI2_F00293g
YALI1_F19717g,YALI2_F00681g
YALI1_F19720g,YALI2_F00294g
YALI1_F19746g,YALI2_F00680g
YALI1_F19764g,YALI2_F00295g
YALI1_F19805g,YALI2_F00679g
YALI1_F19811g,YALI2_F00296g
YALI1_F19841g,YALI2_F00678g
YALI1_F19853g,YALI2_F00677g
YALI1_F19899g,YALI2_F00297g
YALI1_F19938g,YALI2_F00676g
YALI1_F20086g,YALI2_F00298g
YALI1_F20123g,YALI2_F00675g
YALI1_F20168g,YALI2_F00674g
YALI1_F20233g,YALI2_F00673g
YALI1_F20330g,YALI2_F00299g
YALI1_F20378g,YALI2_F00672g
YALI1_F20426g,YALI2_F00300g
YALI1_F20457g,YALI2_F00671g
YALI1_F20462g,YALI2_F00301g
YALI1_F20589g,YALI2_F00670g
YALI1_F20600g,YALI2_F00669g
YALI1_F20616g,YALI2_F00668g
YALI1_F20637g,YALI2_F00302g
YALI1_F20669g,YALI2_F00303g
YALI1_F20712g,YALI2_F00304g
YALI1_F20742g,YALI2_F00667g
YALI1_F20788g,YALI2_F00666g
YALI1_F20820g,YALI2_F00665g
YALI1_F20885g,YALI2_F00664g
YALI1_F20914g,YALI2_F00663g
YALI1_F20943g,YALI2_F00305g
YALI1_F20965g,YALI2_F00662g
YALI1_F21002g,YALI2_F00661g
YALI1_F21174g,YALI2_F00306g
YALI1_F21192g,YALI2_F00660g
YALI1_F21210g,YALI2_F00659g
YALI1_F21224g,YALI2_F00307g
YALI1_F21261g,YALI2_F00658g
YALI1_F21279g,YALI2_F00308g
YALI1_F21315g,YALI2_F00657g
YALI1_F21322g,YALI2_F00309g
YALI1_F21362g,YALI2_F00656g
YALI1_F21381g,YALI2_F00310g
YALI1_F21396g,YALI2_F00655g
YALI1_F21426g,YALI2_F00311g
YALI1_F21453g,YALI2_F00312g
YALI1_F21467g,YALI2_F00313g
YALI1_F21482g,YALI2_F00314g
YALI1_F21504g,YALI2_F00315g
YALI1_F21540g,YALI2_F00654g
YALI1_F21547g,YALI2_F00316g
YALI1_F21567g,YALI2_F00653g
YALI1_F21583g,YALI2_F00317g
YALI1_F21612g,YALI2_F00318g
YALI1_F21647g,YALI2_F00652g
YALI1_F21690g,YALI2_F00651g
YALI1_F21698g,YALI2_F00319g
YALI1_F21728g,YALI2_F00320g
YALI1_F21769g,YALI2_F00650g
YALI1_F21778g,YALI2_F00321g
YALI1_F21804g,YALI2_F00649g
YALI1_F21813g,YALI2_F00322g
YALI1_F21850g,YALI2_F00648g
YALI1_F21875g,YALI2_F00323g
YALI1_F21908g,YALI2_F00647g
YALI1_F21974g,YALI2_F00646g
YALI1_F21989g,YALI2_F00324g
YALI1_F22073g,YALI2_F00325g
YALI1_F22115g,YALI2_F00326g
YALI1_F22171g,YALI2_F00645g
YALI1_F22219g,YALI2_F00644g
YALI1_F22241g,YALI2_F00643g
YALI1_F22299g,YALI2_F00328g
YALI1_F22321g,YALI2_F00329g
YALI1_F22376g,YALI2_F00642g
YALI1_F22402g,YALI2_F00330g
YALI1_F22436g,YALI2_F00641g
YALI1_F22481g,YALI2_F00640g
YALI1_F22525g,YALI2_F00331g
YALI1_F22568g,YALI2_F00639g
YALI1_F22674g,YALI2_F00638g
YALI1_F22750g,YALI2_F00637g
YALI1_F22784g,YALI2_F00636g
YALI1_F22794g,YALI2_F00332g
YALI1_F22836g,YALI2_F00635g
YALI1_F22841g,YALI2_F00333g
YALI1_F22858g,YALI2_F00634g
YALI1_F22867g,YALI2_F00334g
YALI1_F22883g,YALI2_F00335g
YALI1_F22908g,YALI2_F00633g
YALI1_F22915g,YALI2_F00336g
YALI1_F22935g,YALI2_F00337g
YALI1_F22957g,YALI2_F00338g
YALI1_F22978g,YALI2_F00632g
YALI1_F22993g,YALI2_F00339g
YALI1_F23024g,YALI2_F00631g
YALI1_F23047g,YALI2_F00340g
YALI1_F23095g,YALI2_F00341g
YALI1_F23109g,YALI2_F00342g
YALI1_F23133g,YALI2_F00343g
YALI1_F23157g,YALI2_F00629g
YALI1_F23191g,YALI2_F00628g
YALI1_F23214g,YALI2_F00344g
YALI1_F23270g,YALI2_F00345g
YALI1_F23331g,YALI2_F00627g
YALI1_F23351g,YALI2_F00346g
YALI1_F23364g,YALI2_F00626g
YALI1_F23368g,YALI2_F00347g
YALI1_F23391g,YALI2_F00625g
YALI1_F23399g,YALI2_F00348g
YALI1_F23414g,YALI2_F00349g
YALI1_F23441g,YALI2_F00624g
YALI1_F23446g,YALI2_F00350g
YALI1_F23474g,YALI2_F00623g
YALI1_F23484g,YALI2_F00351g
YALI1_F23529g,YALI2_F00622g
YALI1_F23551g,YALI2_F00352g
YALI1_F23595g,YALI2_F00621g
YALI1_F23616g,YALI2_F00353g
YALI1_F23664g,YALI2_F00354g
YALI1_F23706g,YALI2_F00620g
YALI1_F23719g,YALI2_F00355g
YALI1_F23784g,YALI2_F00356g
YALI1_F23833g,YALI2_F00357g
YALI1_F23867g,YALI2_F00618g
YALI1_F23922g,YALI2_F00617g
YALI1_F23963g,YALI2_F00616g
YALI1_F23988g,YALI2_F00615g
YALI1_F24031g,YALI2_F00358g
YALI1_F24079g,YALI2_F00614g
YALI1_F24099g,YALI2_F00613g
YALI1_F24115g,YALI2_F00359g
YALI1_F24126g,YALI2_F00612g
YALI1_F24130g,YALI2_F00360g
YALI1_F24151g,YALI2_F00361g
YALI1_F24171g,YALI2_F00611g
YALI1_F24173g,YALI2_F00362g
YALI1_F24228g,YALI2_F00363g
YALI1_F24247g,YALI2_F00610g
YALI1_F24270g,YALI2_F00396g
YALI1_F24301g,YALI2_F00572g
YALI1_F24332g,YALI2_F00395g
YALI1_F24343g,YALI2_F00394g
YALI1_F24359g,YALI2_F00573g
YALI1_F24401g,YALI2_F00393g
YALI1_F24408g,YALI2_F00392g
YALI1_F24413g,YALI2_F00574g
YALI1_F24469g,YALI2_F00391g
YALI1_F24564g,YALI2_F00575g
YALI1_F24635g,YALI2_F00390g
YALI1_F24667g,YALI2_F00576g
YALI1_F24699g,YALI2_F00388g
YALI1_F24708g,YALI2_F00577g
YALI1_F24742g,YALI2_F00578g
YALI1_F24773g,YALI2_F00579g
YALI1_F24798g,YALI2_F00580g
YALI1_F24826g,YALI2_F00581g
YALI1_F24864g,YALI2_F00387g
YALI1_F24881g,YALI2_F00582g
YALI1_F24905g,YALI2_F00386g
YALI1_F24929g,YALI2_F00583g
YALI1_F24963g,YALI2_F00585g
YALI1_F25001g,YALI2_F00385g
YALI1_F25035g,YALI2_F00384g
YALI1_F25066g,YALI2_F00383g
YALI1_F25079g,YALI2_F00382g
YALI1_F25110g,YALI2_F00381g
YALI1_F25164g,YALI2_F00586g
YALI1_F25182g,YALI2_F00380g
YALI1_F25212g,YALI2_F00379g
YALI1_F25254g,YALI2_F00587g
YALI1_F25309g,YALI2_F00588g
YALI1_F25382g,YALI2_F00378g
YALI1_F25444g,YALI2_F00589g
YALI1_F25485g,YALI2_F00377g
YALI1_F25496g,YALI2_F00590g
YALI1_F25535g,YALI2_F00591g
YALI1_F25546g,YALI2_F00592g
YALI1_F25556g,YALI2_F00593g
YALI1_F25570g,YALI2_F00594g
YALI1_F25587g,YALI2_F00595g
YALI1_F25614g,YALI2_F00376g
YALI1_F25649g,YALI2_F00375g
YALI1_F25650g,YALI2_F00596g
YALI1_F25663g,YALI2_F00374g
YALI1_F25671g,YALI2_F00597g
YALI1_F25708g,YALI2_F00373g
YALI1_F25771g,YALI2_F00372g
YALI1_F25792g,YALI2_F00598g
YALI1_F25852g,YALI2_F00371g
YALI1_F25885g,YALI2_F00599g
YALI1_F25908g,YALI2_F00600g
YALI1_F25924g,YALI2_F00601g
YALI1_F25941g,YALI2_F00602g
YALI1_F25951g,YALI2_F00603g
YALI1_F25984g,YALI2_F00370g
YALI1_F25999g,YALI2_F00369g
YALI1_F26012g,YALI2_F00604g
YALI1_F26039g,YALI2_F00368g
YALI1_F26058g,YALI2_F00605g
YALI1_F26108g,YALI2_F00606g
YALI1_F26127g,YALI2_F00367g
YALI1_F26142g,YALI2_F00366g
YALI1_F26167g,YALI2_F00365g
YALI1_F26186g,YALI2_F00607g
YALI1_F26216g,YALI2_F00608g
YALI1_F26234g,YALI2_F00609g
YALI1_F26313g,YALI2_F00364g
YALI1_F26367g,YALI2_E01121g
YALI1_F26399g,YALI2_E01120g
YALI1_F26427g,YALI2_E00626g
YALI1_F26519g,YALI2_E00627g
YALI1_F26574g,YALI2_E00628g
YALI1_F26612g,YALI2_E01119g
YALI1_F26620g,YALI2_E01118g
YALI1_F26654g,YALI2_E00629g
YALI1_F26692g,YALI2_E00630g
YALI1_F26726g,YALI2_E01117g
YALI1_F26757g,YALI2_E00631g
YALI1_F26793g,YALI2_E00632g
YALI1_F26860g,YALI2_E01116g
YALI1_F26873g,YALI2_E00633g
YALI1_F26915g,YALI2_E01115g
YALI1_F26924g,YALI2_E00634g
YALI1_F26957g,YALI2_E01114g
YALI1_F26967g,YALI2_E00635g
YALI1_F27002g,YALI2_E01113g
YALI1_F27017g,YALI2_E00636g
YALI1_F27041g,YALI2_E00637g
YALI1_F27099g,YALI2_E01112g
YALI1_F27101g,YALI2_E00639g
YALI1_F27132g,YALI2_E01111g
YALI1_F27141g,YALI2_E00640g
YALI1_F27175g,YALI2_E01110g
YALI1_F27211g,YALI2_E00641g
YALI1_F27237g,YALI2_E00642g
YALI1_F27304g,YALI2_E01109g
YALI1_F27343g,YALI2_E01108g
YALI1_F27356g,YALI2_E00643g
YALI1_F27395g,YALI2_E01107g
YALI1_F27465g,YALI2_E01106g
YALI1_F27470g,YALI2_E00644g
YALI1_F27529g,YALI2_E01105g
YALI1_F27556g,YALI2_E00645g
YALI1_F27574g,YALI2_E00646g
YALI1_F27663g,YALI2_E01104g
YALI1_F27667g,YALI2_E00647g
YALI1_F27686g,YALI2_E01103g
YALI1_F27692g,YALI2_E00648g
YALI1_F27716g,YALI2_E01102g
YALI1_F27731g,YALI2_E01101g
YALI1_F27758g,YALI2_E01100g
YALI1_F27761g,YALI2_E00649g
YALI1_F27791g,YALI2_E01099g
YALI1_F27812g,YALI2_E01098g
YALI1_F27834g,YALI2_E00650g
YALI1_F27871g,YALI2_E01097g
YALI1_F27904g,YALI2_E01096g
YALI1_F27929g,YALI2_E01095g
YALI1_F27945g,YALI2_E00651g
YALI1_F27968g,YALI2_E01094g
YALI1_F27989g,YALI2_E00652g
YALI1_F28025g,YALI2_E01093g
YALI1_F28031g,YALI2_E00653g
YALI1_F28064g,YALI2_E01092g
YALI1_F28092g,YALI2_E00654g
YALI1_F28107g,YALI2_E01091g
YALI1_F28112g,YALI2_E00655g
YALI1_F28132g,YALI2_E00656g
YALI1_F28144g,YALI2_E01090g
YALI1_F28146g,YALI2_E00657g
YALI1_F28202g,YALI2_E01089g
YALI1_F28212g,YALI2_E01088g
YALI1_F28274g,YALI2_E01086g
YALI1_F28333g,YALI2_E00658g
YALI1_F28393g,YALI2_E00659g
YALI1_F28453g,YALI2_E01085g
YALI1_F28467g,YALI2_E00660g
YALI1_F28485g,YALI2_E01084g
YALI1_F28490g,YALI2_E00661g
YALI1_F28537g,YALI2_E01083g
YALI1_F28550g,YALI2_E00662g
YALI1_F28590g,YALI2_E01082g
YALI1_F28633g,YALI2_E00663g
YALI1_F28744g,YALI2_E00665g
YALI1_F28765g,YALI2_E00666g
YALI1_F28807g,YALI2_E01081g
YALI1_F28833g,YALI2_E00667g
YALI1_F28868g,YALI2_E01080g
YALI1_F28897g,YALI2_E01079g
YALI1_F28915g,YALI2_E00668g
YALI1_F28934g,YALI2_E00669g
YALI1_F28943g,YALI2_E00670g
YALI1_F28967g,YALI2_E00671g
YALI1_F29038g,YALI2_E00672g
YALI1_F29078g,YALI2_E00673g
YALI1_F29139g,YALI2_E01078g
YALI1_F29168g,YALI2_E01077g
YALI1_F29192g,YALI2_E01076g
YALI1_F29196g,YALI2_E00674g
YALI1_F29253g,YALI2_E01075g
YALI1_F29301g,YALI2_E00675g
YALI1_F29317g,YALI2_E00676g
YALI1_F29356g,YALI2_E01074g
YALI1_F29395g,YALI2_E00677g
YALI1_F29424g,YALI2_E00678g
YALI1_F29483g,YALI2_E00679g
YALI1_F29540g,YALI2_E00680g
YALI1_F29596g,YALI2_E01073g
YALI1_F29604g,YALI2_E00681g
YALI1_F29635g,YALI2_E01072g
YALI1_F29640g,YALI2_E00682g
YALI1_F29652g,YALI2_E01071g
YALI1_F29670g,YALI2_E01070g
YALI1_F29691g,YALI2_E00683g
YALI1_F29704g,YALI2_E00684g
YALI1_F29727g,YALI2_E00685g
YALI1_F29751g,YALI2_E01069g
YALI1_F29765g,YALI2_E00686g
YALI1_F29798g,YALI2_E00687g
YALI1_F29828g,YALI2_E01068g
YALI1_F29836g,YALI2_E00688g
YALI1_F29852g,YALI2_E01067g
YALI1_F29867g,YALI2_E01066g
YALI1_F29876g,YALI2_E00689g
YALI1_F29905g,YALI2_E01065g
YALI1_F29911g,YALI2_E00690g
YALI1_F29937g,YALI2_E01064g
YALI1_F29944g,YALI2_E00691g
YALI1_F29987g,YALI2_E00692g
YALI1_F30004g,YALI2_E00693g
YALI1_F30034g,YALI2_E01063g
YALI1_F30061g,YALI2_E01062g
YALI1_F30106g,YALI2_E01061g
YALI1_F30116g,YALI2_E00694g
YALI1_F30179g,YALI2_E01060g
YALI1_F30254g,YALI2_E01059g
YALI1_F30289g,YALI2_E01058g
YALI1_F30317g,YALI2_E00695g
YALI1_F30340g,YALI2_E00696g
YALI1_F30367g,YALI2_E01057g
YALI1_F30395g,YALI2_E01056g
YALI1_F30431g,YALI2_E00697g
YALI1_F30459g,YALI2_E01055g
YALI1_F30479g,YALI2_E01054g
YALI1_F30496g,YALI2_E01053g
YALI1_F30520g,YALI2_E00698g
YALI1_F30559g,YALI2_E00699g
YALI1_F30593g,YALI2_E01052g
YALI1_F30641g,YALI2_E01051g
YALI1_F30647g,YALI2_E00700g
YALI1_F30703g,YALI2_E01050g
YALI1_F30754g,YALI2_E00702g
YALI1_F30789g,YALI2_E01049g
YALI1_F30841g,YALI2_E01048g
YALI1_F30852g,YALI2_E00703g
YALI1_F30877g,YALI2_E01047g
YALI1_F30903g,YALI2_E01046g
YALI1_F31001g,YALI2_E01045g
YALI1_F31053g,YALI2_E01044g
YALI1_F31070g,YALI2_E01043g
YALI1_F31102g,YALI2_E01042g
YALI1_F31126g,YALI2_E01041g
YALI1_F31135g,YALI2_E00704g
YALI1_F31183g,YALI2_E01039g
YALI1_F31215g,YALI2_E01038g
YALI1_F31255g,YALI2_E01037g
YALI1_F31283g,YALI2_E01036g
YALI1_F31292g,YALI2_E00705g
YALI1_F31381g,YALI2_E01035g
YALI1_F31405g,YALI2_E01034g
YALI1_F31416g,YALI2_E00706g
YALI1_F31432g,YALI2_E00707g
YALI1_F31439g,YALI2_E00708g
YALI1_F31463g,YALI2_E00709g
YALI1_F31482g,YALI2_E01033g
YALI1_F31493g,YALI2_E01032g
YALI1_F31512g,YALI2_E01031g
YALI1_F31531g,YALI2_E01030g
YALI1_F31568g,YALI2_E01029g
YALI1_F31587g,YALI2_E01028g
YALI1_F31639g,YALI2_E01027g
YALI1_F31672g,YALI2_E01026g
YALI1_F31687g,YALI2_E01025g
YALI1_F31689g,YALI2_E00710g
YALI1_F31725g,YALI2_E01024g
YALI1_F31744g,YALI2_E00711g
YALI1_F31760g,YALI2_E00712g
YALI1_F31798g,YALI2_E01022g
YALI1_F31822g,YALI2_E01021g
YALI1_F31832g,YALI2_E01020g
YALI1_F31854g,YALI2_E01019g
YALI1_F31866g,YALI2_E00713g
YALI1_F31875g,YALI2_E00714g
YALI1_F31902g,YALI2_E01018g
YALI1_F31934g,YALI2_E01017g
YALI1_F31947g,YALI2_E00716g
YALI1_F32002g,YALI2_E01016g
YALI1_F32010g,YALI2_E01015g
YALI1_F32043g,YALI2_E01014g
YALI1_F32067g,YALI2_E00718g
YALI1_F32090g,YALI2_E00719g
YALI1_F32120g,YALI2_E01013g
YALI1_F32167g,YALI2_E01012g
YALI1_F32204g,YALI2_E01011g
YALI1_F32232g,YALI2_E01010g
YALI1_F32251g,YALI2_E00720g
YALI1_F32287g,YALI2_E01009g
YALI1_F32305g,YALI2_E01008g
YALI1_F32312g,YALI2_E00721g
YALI1_F32330g,YALI2_E00722g
YALI1_F32342g,YALI2_E00723g
YALI1_F32363g,YALI2_E01007g
YALI1_F32387g,YALI2_E01006g
YALI1_F32399g,YALI2_E00724g
YALI1_F32441g,YALI2_E01005g
YALI1_F32476g,YALI2_E00725g
YALI1_F32498g,YALI2_E00726g
YALI1_F32512g,YALI2_E00727g
YALI1_F32534g,YALI2_E00728g
YALI1_F32546g,YALI2_E01004g
YALI1_F32554g,YALI2_E00729g
YALI1_F32565g,YALI2_E00730g
YALI1_F32597g,YALI2_E01003g
YALI1_F32638g,YALI2_E01002g
YALI1_F32659g,YALI2_E01001g
YALI1_F32675g,YALI2_E01000g
YALI1_F32688g,YALI2_E00731g
YALI1_F32716g,YALI2_E00732g
YALI1_F32744g,YALI2_E00999g
YALI1_F32764g,YALI2_E00733g
YALI1_F32792g,YALI2_E00998g
YALI1_F32841g,YALI2_E00997g
YALI1_F32880g,YALI2_E00996g
YALI1_F32910g,YALI2_E00734g
YALI1_F32948g,YALI2_E00995g
YALI1_F32969g,YALI2_E00994g
YALI1_F32989g,YALI2_E00993g
YALI1_F33008g,YALI2_E00735g
YALI1_F33061g,YALI2_E00736g
YALI1_F33103g,YALI2_E00992g
YALI1_F33123g,YALI2_E00991g
YALI1_F33143g,YALI2_E00990g
YALI1_F33189g,YALI2_E00737g
YALI1_F33246g,YALI2_E00738g
YALI1_F33273g,YALI2_E00989g
YALI1_F33301g,YALI2_E00988g
YALI1_F33331g,YALI2_E00987g
YALI1_F33345g,YALI2_E00739g
YALI1_F33381g,YALI2_E00740g
YALI1_F33403g,YALI2_E00986g
YALI1_F33426g,YALI2_E00741g
YALI1_F33445g,YALI2_E00742g
YALI1_F33524g,YALI2_E00743g
YALI1_F33572g,YALI2_E00985g
YALI1_F33579g,YALI2_E00984g
YALI1_F33587g,YALI2_E00744g
YALI1_F33594g,YALI2_E00745g
YALI1_F33603g,YALI2_E00746g
YALI1_F33618g,YALI2_E00747g
YALI1_F33681g,YALI2_E00748g
YALI1_F33704g,YALI2_E00983g
YALI1_F33714g,YALI2_E00749g
YALI1_F33732g,YALI2_E00750g
YALI1_F33754g,YALI2_E00982g
YALI1_F33764g,YALI2_E00751g
YALI1_F33790g,YALI2_E00981g
YALI1_F33791g,YALI2_E00752g
YALI1_F33812g,YALI2_E00980g
YALI1_F33819g,YALI2_E00753g
YALI1_F33861g,YALI2_E00979g
YALI1_F33885g,YALI2_E00754g
YALI1_F33925g,YALI2_E00978g
YALI1_F33951g,YALI2_E00755g
YALI1_F33973g,YALI2_E00977g
YALI1_F34000g,YALI2_E00756g
YALI1_F34029g,YALI2_E00976g
YALI1_F34051g,YALI2_E00975g
YALI1_F34057g,YALI2_E00757g
YALI1_F34083g,YALI2_E00758g
YALI1_F34095g,YALI2_E00759g
YALI1_F34105g,YALI2_E00760g
YALI1_F34127g,YALI2_E00973g
YALI1_F34141g,YALI2_E00761g
YALI1_F34187g,YALI2_E00972g
YALI1_F34202g,YALI2_E00762g
YALI1_F34236g,YALI2_E00763g
YALI1_F34264g,YALI2_E00764g
YALI1_F34281g,YALI2_E00971g
YALI1_F34304g,YALI2_E00970g
YALI1_F34324g,YALI2_E00765g
YALI1_F34351g,YALI2_E00766g
YALI1_F34387g,YALI2_E00969g
YALI1_F34397g,YALI2_E00767g
YALI1_F34429g,YALI2_E00768g
YALI1_F34472g,YALI2_E00968g
YALI1_F34497g,YALI2_E00769g
YALI1_F34521g,YALI2_E00967g
YALI1_F34556g,YALI2_E00966g
YALI1_F34610g,YALI2_E00965g
YALI1_F34625g,YALI2_E00964g
YALI1_F34631g,YALI2_E00770g
YALI1_F34661g,YALI2_E00963g
YALI1_F34675g,YALI2_E00771g
YALI1_F34712g,YALI2_E00773g
YALI1_F34729g,YALI2_E00962g
YALI1_F34749g,YALI2_E00774g
YALI1_F34779g,YALI2_E00775g
YALI1_F34798g,YALI2_E00776g
YALI1_F34818g,YALI2_E00961g
YALI1_F34862g,YALI2_E00960g
YALI1_F34870g,YALI2_E00777g
YALI1_F34895g,YALI2_E00778g
YALI1_F34928g,YALI2_E00959g
YALI1_F34933g,YALI2_E00779g
YALI1_F34963g,YALI2_E00780g
YALI1_F35003g,YALI2_E00958g
YALI1_F35029g,YALI2_E00781g
YALI1_F35061g,YALI2_E00957g
YALI1_F35109g,YALI2_E00782g
YALI1_F35163g,YALI2_E00956g
YALI1_F35219g,YALI2_E00955g
YALI1_F35274g,YALI2_E00954g
YALI1_F35329g,YALI2_E00783g
YALI1_F35406g,YALI2_E00953g
YALI1_F35417g,YALI2_E00784g
YALI1_F35441g,YALI2_E00785g
YALI1_F35476g,YALI2_E00952g
YALI1_F35489g,YALI2_E00786g
YALI1_F35542g,YALI2_E00951g
YALI1_F35578g,YALI2_E00950g
YALI1_F35591g,YALI2_E00949g
YALI1_F35603g,YALI2_E00948g
YALI1_F35610g,YALI2_E00787g
YALI1_F35647g,YALI2_E00788g
YALI1_F35656g,YALI2_E00789g
YALI1_F35690g,YALI2_E00790g
