Metabolite name	PPI_Ylip_Ctrl_5hr_35	PPI_Ylip_Low_48hr_53	PPI_Ylip_Ctrl_5hr_11	PPI_Ylip_Ctrl_24hr_37	PPI_Ylip_Low_48hr_47	PPI_Ylip_Osc_72hr_06	PPI_Ylip_Low_72hr_54	PPI_Ylip_Low_4hr_34	PPI_Ylip_Osc_47hr_05	PPI_Ylip_Ctrl_4hr_09	PPI_Ylip_Low_4hr_50	PPI_Ylip_Low_24hr_52	PPI_Ylip_Osc_72hr_30	PPI_Ylip_Ctrl_48hr_39	PPI_Ylip_Ctrl_4hr_33	PPI_Ylip_Ctrl_72hr_29	PPI_Ylip_Low_72hr_48	PPI_Ylip_Osc_72hr_18	PPI_Ylip_Low_72hr_42	PPI_Ylip_Low_5hr_36	PPI_Ylip_Osc_3hr_20	PPI_Ylip_Ctrl_72hr_17	PPI_Ylip_Low_48hr_40	PPI_Ylip_Low_5hr_45	PPI_Ylip_Osc_4hr_10	PPI_Ylip_Low_24hr_38	PPI_Ylip_Ctrl_48hr_27	PPI_Ylip_Osc_4hr_02	PPI_Ylip_Osc_3hr_08	PPI_Ylip_Ctrl_3hr_07	PPI_Ylip_Osc_5hr_24	PPI_Ylip_Osc_3hr_01	PPI_Ylip_Ctrl_4hr_21	PPI_Ylip_Low_3hr_32	PPI_Ylip_Osc_24hr_14	PPI_Ylip_Low_3hr_43	PPI_Ylip_Ctrl_24hr_13	PPI_Ylip_Osc_4hr_22	PPI_Ylip_Low_5hr_51	PPI_Ylip_Ctrl_48hr_15	PPI_Ylip_Low_24hr_46	PPI_Ylip_Osc_24hr_26	PPI_Ylip_Osc_48hr_16	PPI_Ylip_Osc_5hr_12	PPI_Ylip_Low_3hr_49	PPI_Ylip_Osc_48hr_28	PPI_Ylip_Ctrl_24hr_25	PPI_Ylip_Osc_24hr_04	PPI_Ylip_Ctrl_3hr_19	PPI_Ylip_Ctrl_5hr_23	PPI_Ylip_Ctrl_72hr_41	PPI_Ylip_Ctrl_3hr_31	PPI_Ylip_Osc_5hr_03	PPI_Ylip_Low_4hr_44
Glutamic acid_HN	33.07316059	32.99808958	33.13714632	32.28844106	32.64623996	31.97860364	32.24847018	33.03982278	31.6133231	33.17895453	32.89834122	33.17980749	31.26204792	30.97950615	32.96943888	31.68292128	32.17195541	31.9808377	32.16642995	33.16302093	33.21987466	31.62012752	32.97061802	33.33602856	33.00317874	33.47013332	31.75191691	32.93568968	33.06244579	32.97383797	33.17149597	32.74174309	32.93114586	32.81324483	32.44670946	33.01929999	32.01150398	33.0497453	33.29960195	31.39352033	33.01752581	33.0487402	31.80896426	33.50802712	33.29937336	31.60377357	32.42708597	32.75232191	32.95216617	33.126607	31.09081154	32.71129724	33.22697318	33.38036801
Glutaric acid_HN	19.73304288	20.97230785	24.07921033	24.96106583	20.34740962	22.54845178	21.76617212	24.89289108	19.49700142	19.83895188	20.37833707	22.61045898	19.44110139	19.71269035	25.32735621	22.62458028	23.62065722	24.09427942	20.07195881	24.80421452	23.71009775	23.21069055	19.81473736	21.55195885	24.74914129	20.01002489	24.77284394	23.26133369	23.29802975	20.46530529	22.75457231	23.59245855	24.63348268	25.1396866	25.41515321	23.37641407	25.71941752	23.10728213	24.19764712	24.33356799	20.04417404	19.28431289	19.91148679	20.43540634	19.81821722	18.45193957	24.14918581	24.2169635	19.54408375	20.56154591	23.34319327	25.41260113	21.02185421	20.17296068
Gly-Asp_HN	20.64689963	19.4555819	19.87473017	19.81922491	19.38961812	18.98293093	18.59368582	20.75485734	18.80887035	21.56383298	21.65787887	20.25231983	18.82335049	18.71271723	20.93873041	18.86306697	18.56712292	18.5562325	18.91946321	20.87159432	21.45602817	18.40131871	19.78314491	19.43812364	21.24092354	20.10633528	19.02440373	20.42940534	20.91066711	20.83873096	20.0928008	20.9412808	20.99897987	21.00848803	19.82868245	20.21270463	19.67919739	20.8144494	20.21897358	18.78734975	19.93036777	19.9745667	18.94781772	19.90266499	20.92713658	18.33049917	19.72775057	20.01295187	20.62891614	19.83754273	18.32419669	20.94366086	19.84887958	20.14248406
Gly-Lys_HN	19.79049577	19.52927883	19.67948031	20.56185946	19.85978877	19.1921152	18.98410231	19.97961945	18.67364516	21.08402527	21.0631114	20.01019528	18.87587082	19.26238346	19.99575328	20.577308	18.60086461	19.2418609	19.27282126	20.05890388	21.80084657	19.22270702	20.40013703	19.11787308	20.56363546	20.07531965	19.65679639	20.23007697	21.5671332	21.34129284	20.04953575	22.08931596	20.25858754	21.37877058	19.52398417	20.42562904	20.42266206	20.15616222	19.57618265	18.94856283	20.11113431	19.7893713	18.83816671	19.28203635	22.13722424	19.13737564	20.47824721	19.91080936	22.08161205	19.7957945	19.06208212	21.4662932	19.7974429	19.75047298
Glyceraldehyde_HN	28.1077246	28.39513254	29.67217201	26.74666731	27.96512609	27.57669981	28.25532345	27.34163153	27.12444323	28.39504374	28.10239498	28.13837073	26.99595406	26.95245635	26.74447947	27.19567716	26.85473641	27.02169629	26.35125469	28.08551235	29.47032901	27.12762826	27.55324112	28.59951857	28.2290252	28.27561509	27.06198868	27.90822943	29.57083953	27.84730997	28.47297858	28.42880893	27.48430225	27.33025908	26.44269885	28.35535183	27.21699491	27.72042973	28.59640201	26.88536737	27.42402764	27.30326902	27.26064313	30.4828757	28.11309949	26.51655129	27.3330011	26.55985999	29.01320447	27.65883591	26.8184844	26.68738529	27.47576985	28.80320823
"Glyceraldehyde, 3-(dihydrogen phosphate)_HN"	25.11672511	24.81696936	23.36429135	23.6804087	26.91178969	23.46194183	21.02288942	25.13125734	23.69271078	25.06931012	25.95071155	25.44351948	24.65425502	24.54398259	24.15414938	23.2671833	23.70005024	23.69701671	25.32904711	22.64787774	24.39150562	21.69978803	26.85336148	24.25052701	24.9524655	27.01865767	21.31715168	23.82009744	22.43500137	26.24087346	22.1436578	26.1333767	20.65977619	25.79452571	25.09721422	26.65207589	21.04661146	25.24892834	26.42779388	22.59259369	26.65524717	24.73533007	25.06678386	26.37659063	25.85418452	24.51205283	22.71645458	23.81396074	26.42900547	24.26077765	22.61709753	24.25566642	25.65107798	26.40170496
Glyceric acid_HN	24.44165727	23.07360367	25.79012239	25.9208527	22.56368926	24.34710466	22.92166671	25.80259185	23.69047789	23.57591135	24.14619381	22.42068293	23.67704536	23.69121301	25.42897915	23.81246429	22.14581372	23.38656741	22.55411962	24.39260045	24.32830401	23.35131391	22.74814012	24.63831169	24.061455	22.29191156	24.11592781	25.11532078	23.95546568	25.10866673	25.02606411	25.26573925	24.9953674	25.27229783	26.13175977	25.66755875	25.41946039	25.8319702	24.89588676	23.74318797	22.93413871	26.44623164	24.03985759	25.34805131	24.01689754	24.33967087	25.97843722	26.02350661	24.37013266	25.97848089	23.28267865	25.11615687	25.2959874	25.88562381
Glycerol_HN	19.65747262	21.48213978	22.02088271	19.72592744	19.39089363	26.53452874	20.95633157	18.69694902	25.88225483	21.49847701	19.2852934	19.79493879	18.64893856	17.76152981	17.2295588	18.09655125	18.34003263	26.40075887	17.51067309	17.98923312	20.22007451	26.28341424	19.35701685	17.82420526	25.05329379	20.26885991	18.99324632	25.62470121	26.14557018	19.85935217	25.50762209	22.16376207	24.92309226	18.94680824	24.90275905	18.39327036	25.42573607	23.71208042	20.03261542	24.92216771	19.12235772	20.17064338	24.97174855	20.75289699	20.73148408	17.55249625	18.1639212	26.0590727	18.86404061	25.15509433	19.40705851	19.32617452	22.18242651	18.80937311
Glycerol-2-phosphate_HN	26.10402338	27.95134808	29.15302833	27.80414232	27.49957894	28.36878727	28.16732361	28.63529811	26.9824099	26.14915983	25.78304824	29.18390084	26.95190924	26.79435038	28.85164244	26.71683288	28.31118023	27.67315707	26.87747114	27.29010479	28.15648927	26.91312747	26.94869942	27.31126274	26.88710008	28.57970959	26.60047739	28.63805934	27.94566957	27.84005772	28.66478763	27.31352787	28.95454608	28.40717246	28.67808957	28.70408133	27.61104528	28.59953943	28.20538143	26.64050683	28.18622121	29.6860636	27.01086844	28.40061934	28.17615422	26.66042823	28.0388019	29.05561489	27.26643806	27.37458773	26.26586925	27.92871613	29.1067211	28.26938587
Glycolic acid_HN	24.11069083	23.98197763	23.80482261	24.69430121	23.54903187	25.54439749	23.6078705	24.28019057	24.58530764	24.73204141	24.49802842	23.19850219	25.11428301	24.94225268	24.24321782	25.01580361	23.40169298	25.49500168	23.9420871	24.04194269	24.45926965	24.99773655	24.18654736	24.4129982	24.53286645	23.70655243	24.91948419	24.17822383	23.97307857	24.72679623	23.71880718	25.31254415	23.86509707	24.67022486	24.57994563	24.64980975	24.55430114	24.73175856	23.94378108	24.53810585	23.70265273	24.92472663	24.77794393	24.42832383	24.76004933	24.6445288	24.72676958	24.31000879	25.03425722	24.84322851	24.95093039	24.60993145	24.0996891	24.69751912
Guanine_HN	20.3965791	17.49178689	16.14311746	17.09795108	13.87905897	NA	NA	18.21833029	17.63948325	21.87530163	21.00894724	16.50686449	16.77832581	16.8060157	18.27199672	18.8404214	17.35785527	18.67238592	15.98159389	20.40992664	18.56035032	14.35470753	14.61194571	16.9323425	21.69848922	NA	15.96348717	17.77849678	17.87763266	18.41984344	16.6896262	18.90983448	17.67861365	19.08773851	14.04266776	18.16085935	14.15828555	17.84197644	18.16580687	16.94100174	14.10202728	15.66408499	15.40610897	17.1380103	18.38988642	13.80271459	17.46076544	NA	18.48973264	16.80426076	14.18497161	18.89821504	16.49320152	17.82745877
Histidine_HN	25.14539592	25.74222702	25.32350386	25.50407711	25.59448553	24.90260745	24.6748204	26.00957652	24.67633109	25.7170398	26.81774779	25.98697569	24.81431088	24.54206962	25.93962021	24.35142571	25.04871413	24.9046151	25.45429882	25.48566196	27.64727161	24.59316634	26.09259498	25.32472273	25.67093724	26.11514282	24.77262514	26.06382796	27.55565225	27.50965675	25.42344172	27.29457346	25.77028375	27.45203149	25.5807771	26.37192385	25.29055584	26.27492245	25.51105781	24.53162591	25.8019673	26.54014366	24.78239224	25.42827665	27.4800383	25.00439696	25.4086387	25.73453439	27.3645834	25.42895534	24.37697668	27.52132629	25.48617836	25.74829887
Hypotaurine_HN	23.63868802	24.15802945	23.77652895	23.1055832	25.1576755	24.45247013	25.20617229	24.79223439	23.82434352	25.48134909	24.73779243	24.49243247	23.9026017	23.11058935	25.20497924	22.99847683	23.91058646	24.16954346	24.33791855	24.1644896	26.47915437	22.95338906	25.38518832	25.35017878	24.2590647	25.07059934	23.57316839	25.22983597	26.17620082	25.11826321	23.91720455	26.01343022	26.06190401	25.49708925	26.35274433	26.7948935	23.29952425	25.1025702	25.36987136	23.0173352	25.54298985	25.9768854	24.3584631	25.14829812	25.81357201	24.67097645	23.4000807	26.1120436	25.94346061	24.63685237	22.73673989	25.5475178	25.46846968	26.37088552
Hypoxanthine_HN	24.5488576	22.89820228	25.43898621	24.01945426	22.13802375	20.46590156	22.81562367	25.1653973	20.65409361	24.21744598	25.64560834	22.76953406	21.73769188	21.85330746	25.37282477	21.84510748	23.91773439	20.12540527	24.29935172	24.68651897	26.26642728	22.80478363	22.18701221	25.4323022	24.52734333	23.08300546	21.94827316	25.63492902	25.9805075	26.11390227	24.96126265	26.06945611	25.56586342	26.01257622	23.91902483	25.32386762	23.55250743	25.53118033	25.58236433	21.68369526	21.32530292	22.31381497	20.85903447	25.73869819	26.28876218	22.3550307	23.89619491	22.84282651	25.37368145	25.01950116	21.26760734	25.82216479	25.21822006	25.41281893
Ile-Asn_HN	20.93152927	20.00553197	23.38177869	19.78192964	20.76719441	16.38768113	18.57363239	23.39729184	15.90161084	21.95767698	21.2666281	22.02780152	NA	16.65576618	23.26826117	19.44409772	18.20166164	NA	NA	21.01085036	22.02192061	NA	18.99700076	21.1901057	21.44262668	21.1636528	15.13812749	23.59245855	23.07398337	23.00249893	23.03755158	23.08892802	23.41030701	22.85902322	20.43687733	23.26301088	17.93665094	23.54730484	22.66192214	16.66774061	21.683712	20.98526396	17.15531272	22.45867108	20.66781727	16.32498636	19.43880378	20.28340406	20.47820294	22.1517772	17.05548253	21.89796657	23.46358122	22.47366601
Itaconic acid_HN	21.39007434	21.36544666	21.92327038	23.0608284	23.02413753	21.50326475	21.71300338	22.46777909	23.17842986	23.28083814	21.6404378	23.40324986	23.00569553	23.24521855	23.19696354	24.27210616	22.32897041	22.18300669	23.34640055	23.02408354	23.0578437	21.11206926	23.59245855	21.08781405	22.74503153	21.75611583	22.98528128	23.10326908	23.03030535	21.34921575	23.62366217	22.68720476	20.68423334	20.0410162	22.73366667	23.17750887	23.11548144	23.3007978	21.00245676	21.01017873	23.68819631	23.31360289	23.2979699	23.14305995	22.75885773	23.45941931	23.79535634	23.30733145	23.47438609	22.21168533	20.90686422	22.77605012	23.33988493	22.7646816
Kojic acid_HN	23.20925906	14.98172526	19.63387924	16.54780858	16.4536298	15.7186915	14.43177967	20.38638354	16.50147943	22.4561142	22.50790878	15.90636812	15.73307777	15.48031955	19.98696622	16.65491441	16.52308609	16.42381738	16.38710741	23.06427784	21.89685226	17.19275713	14.58623575	16.61642456	23.19030349	16.14464763	16.09556305	21.24168429	21.35771855	20.8334213	19.06831156	20.80398958	19.69695377	22.00164781	16.58233219	21.03603494	16.51049188	19.19903309	17.88675019	16.49197788	16.39994549	16.99191174	16.81100399	19.61956534	23.54632429	15.28814142	16.04388571	17.17212331	23.15486099	19.99976245	16.75142581	22.18795773	16.23688533	20.14591158
L-.gamma.-Glutamyl-L-glutamic acid_HN	21.14190778	24.46041425	21.51085369	24.13682162	23.17212239	16.46231785	23.708441	22.12317458	17.51147347	21.43525895	22.06990038	24.05032163	17.96609452	19.92977284	21.70353507	18.96401443	21.95244022	18.14605597	24.04699103	21.54206343	22.44023645	18.76033604	24.81613779	22.91230696	21.58230456	24.46132178	20.61252477	21.91737667	21.26302084	22.10259588	22.09119376	22.05813595	21.98454124	22.40987156	23.24654926	22.03936874	23.07904873	22.33551893	22.43663075	19.05691352	22.66491595	23.98658707	18.35691451	21.64844962	22.89385779	20.62288706	24.41889651	23.23396702	21.97820912	22.1849128	18.98268183	22.41323224	22.31146555	22.08339727
L-(+)-Erythrulose_HN	23.45255628	23.65246296	23.23410973	23.01173897	24.0028228	24.68077949	24.02189628	23.46156309	23.30793611	24.33397251	23.74522208	23.77665391	23.86470784	23.73032521	23.47333738	23.66951355	23.47898964	24.61898363	23.79222449	23.29868631	23.68923986	24.29615304	24.00467536	23.73146539	23.2012136	24.37290177	23.0474865	23.55502931	24.22739266	23.56596045	24.04360126	23.55556976	23.02007072	23.30258577	23.3037645	23.59245855	24.28728643	23.37837648	24.13232138	23.14129972	24.13898271	23.87765471	24.29558912	24.65419587	23.72700117	23.89267911	23.41386658	23.66941548	23.98995175	23.43167369	23.39540136	23.19347523	23.90530705	23.75691026
L-2-Hydroxyglutaric acid_HN	24.71833615	23.94567791	24.3529776	23.83187065	23.37832625	23.13118839	23.55658194	24.97660395	23.8128522	24.97886151	25.94732327	23.907367	23.60851784	23.3552262	24.82845839	22.5572539	23.39110534	23.59245855	24.03090983	24.610311	23.75524669	23.39791969	24.64782885	24.33054718	23.91029954	24.75207828	23.6890272	25.22307077	24.71828943	24.43293652	24.67782121	23.2075406	25.24415681	23.47920188	24.34899646	25.2550737	23.75406573	25.48375937	25.25536721	23.28418283	24.41080246	24.60759666	24.47823525	25.68909309	24.51554777	24.17788297	23.86706829	24.03056904	23.50753829	24.88109793	23.0959514	23.96788612	25.43272672	24.46918251
L-alanyl-L-alanine_HN	17.86260017	18.1031556	21.59344123	20.1858415	17.90333089	18.17161697	18.32668505	21.66005193	17.0049068	20.03233259	20.15496145	18.69075894	17.41313002	17.77428743	21.66078683	17.37108576	17.48395301	16.81307928	18.17444383	18.97912166	22.06128709	17.55926712	17.96453142	19.07704971	19.54345845	18.46827215	18.34572975	22.24005072	23.07218023	22.08958081	21.14950278	22.36981051	22.75482113	22.20892213	18.61529529	22.46865557	19.71161333	21.6367196	20.91937736	17.29809762	18.66404415	18.80070548	17.25266031	20.77758079	20.79299908	18.03211031	19.65168075	19.53216953	20.61649527	20.90563449	18.32681556	21.34045417	21.82784995	21.17989003
L-Arabinitol_HN	31.07302577	32.8161007	31.36644899	32.53155069	32.70521821	32.80512877	32.45825703	30.91021531	32.47132777	30.91149294	30.33879752	32.90125959	32.38346894	32.86434989	30.47560292	33.40134727	32.71820378	32.80061161	32.35565138	31.35223968	30.63253155	32.96842173	32.60215337	31.99230077	31.1410844	32.92700543	32.96538486	30.58364469	30.39844887	30.4798618	31.28268767	30.28539199	30.59645781	30.02701083	32.57042705	30.93145341	32.80056583	30.93952369	31.28789856	32.50921026	32.90011823	32.61282139	32.22315318	31.80029153	30.30814641	32.11705211	32.56579836	32.51184027	30.33469225	31.38986314	33.07148232	30.02583768	31.45856708	31.71450464
L-Aspartic acid_HN	28.15380016	22.73803152	23.24075975	23.03283395	23.13712178	22.34295401	23.11016722	23.07562742	22.3792198	29.71844862	29.1863633	22.84436109	22.10998582	22.22979383	23.4106289	24.4737486	23.10987378	22.64359086	22.57107878	28.42629341	26.3435453	22.0287766	22.98101159	24.17573666	29.1611828	22.62804135	22.81190907	24.77104815	25.98293309	24.24535559	22.6759616	26.22263034	23.7731456	24.05652413	22.40272773	24.6335046	23.08000195	23.42526846	22.95377338	22.22348266	23.22313875	22.25761391	21.89480074	24.1136239	25.73644378	23.03953244	23.5717014	23.51550161	26.1566841	23.64873084	22.17694076	24.3244794	23.34084015	23.74385408
L-Iditol_HN	32.78197949	34.8972933	33.53387305	34.37748938	33.84035012	35.62094741	34.72130312	33.41317165	35.11507289	32.85873703	32.0135284	34.45639641	35.18517374	33.90841548	33.1434751	35.23326568	35.39525269	35.35156019	34.65554613	33.61016404	32.74827909	35.13144975	34.79066705	34.07975085	33.26110338	34.07082319	34.95275084	32.80189438	32.30451275	32.0672722	33.73599428	31.43922469	32.6993716	32.5513779	34.56373232	32.84859687	34.73209438	33.45154097	33.56931024	34.75908786	34.58510239	34.59305001	35.18113179	33.28081819	31.97589635	34.73690177	34.43744244	34.55557871	31.39627099	33.33686376	35.17107202	32.26274347	32.56030434	33.67068979
L-Saccharopine_HN	25.6798848	27.41358015	28.00887778	27.65985281	27.62804239	26.9535806	26.9902788	28.91830592	27.01576337	25.62139642	25.33019554	27.78990699	26.69673124	26.68685476	28.88795378	25.84894323	27.48419645	26.89852775	27.4926006	25.61237407	29.57191846	26.7128037	27.59715308	28.06842389	25.86389212	27.85847673	26.88189623	28.38836001	28.83453684	29.3430593	28.10390216	28.82477539	28.823388	30.09734958	28.58449622	29.26948961	27.87659053	28.99639449	28.5238421	26.84703559	27.66515978	28.69836124	27.04689605	28.14194119	29.56031167	27.08224211	27.95716584	28.61377342	28.32963527	28.04499072	26.39097198	30.18291463	28.41138705	28.80732928
L-Threonine_HN	27.15560318	25.97884102	27.3212089	26.98638945	26.20892119	25.78597478	25.63814398	27.54174224	25.81458867	27.53577152	27.39144935	26.31368465	25.88852256	25.9873951	27.559302	25.96441648	26.07196902	25.7137927	26.25951699	27.20395473	28.05872287	25.58970393	26.26541383	27.12297782	27.24793832	26.36452825	25.98935783	27.41720771	28.67404378	28.13514588	27.213619	27.99990542	27.68675336	27.80879619	26.70752723	28.01368971	26.81246304	27.55272087	27.29997848	25.70910784	26.55760424	27.32604492	25.8398781	27.53215508	27.6960695	26.16342306	27.00930646	26.80949025	27.73410895	27.4373014	25.64659421	27.76133288	27.84601747	27.63586525
Malic acid_HN	29.53768439	30.51305036	30.36779501	28.63484092	30.27007443	30.02517724	29.96191482	30.39567642	29.90240662	29.31540007	28.89692444	30.06183244	29.3401878	27.50031655	29.99768035	27.70285866	30.46964082	29.76248529	30.24046208	28.76225644	30.04337008	28.27344146	30.36679839	30.78705872	29.00256923	30.53594539	28.49574945	29.98666622	29.59234485	30.44085339	30.63506948	29.04255711	29.78181899	29.98526872	30.26531331	29.11126355	29.29114945	30.49656912	30.33098406	28.04838022	30.44623603	30.43232338	29.89602174	31.14875106	30.02568255	29.95722679	28.54744635	30.42241222	29.66884201	30.53209126	27.20931589	29.57086824	29.93196344	30.72761391
Malonic acid_HN	24.2731564	23.60045465	23.66411956	24.69850679	23.76035645	25.75605754	24.279859	24.52639242	24.48445083	25.08519576	24.72731274	22.90908962	25.27875004	25.19413573	24.63238271	25.05702149	23.86577118	25.43042583	24.29360078	24.52292942	24.83676925	25.25661353	23.96152575	24.28308615	24.88586464	23.05292297	24.98785984	24.62833011	24.36281993	24.97530249	23.9712009	25.91063786	24.63918062	25.19519254	24.54983285	24.96379121	24.66361516	25.07815794	23.73498584	24.68249171	23.72435426	24.97710683	24.40836829	23.93498103	24.93990084	24.70389228	24.84917969	24.36921643	25.19232052	25.06973896	25.05843325	25.18844989	24.26307159	25.07179935
meso-Erythritol_HN	22.71888271	23.12939861	22.22523689	22.90738037	23.58627043	23.62473273	23.36260677	23.02522791	23.08296718	23.90104571	23.31783543	22.79881085	23.28585152	23.15136288	22.92352351	23.6953898	23.01114676	23.75935286	23.71559114	22.34684832	23.5224379	23.65035421	23.62330019	22.60280756	23.30368143	23.07392804	22.73168024	23.29784395	22.9531949	23.49551786	22.68365951	23.97926164	23.12880727	23.20354832	22.80984345	23.31166585	23.23688803	23.25430892	22.39202006	22.82096709	23.47835593	22.90647641	22.83731472	22.82894912	23.57583765	22.59997001	23.09219091	22.60002577	23.78484507	23.24552297	23.43413363	23.1530051	23.26471413	23.59245855
myo-Inositol_HN	25.67298872	26.4476024	25.58258116	26.63626641	26.66248269	28.16178781	27.02481208	25.83407147	27.3921678	25.69237819	25.55404913	26.35495234	27.87209191	27.25217576	25.70953607	28.02487734	27.57152718	28.1232779	27.11410058	25.95600025	25.3535097	28.00949801	26.60937	25.13885111	25.35063551	26.48882598	27.46683046	25.5644922	25.26181151	24.65042855	25.745824	24.48346437	25.78049259	24.63017731	25.93595092	25.07896425	27.17714307	25.67090911	25.90956961	27.45808907	26.30365799	25.51827455	27.31805123	25.82006151	24.99563256	27.30372405	26.71301965	25.94654605	24.79112242	25.9536029	27.87661158	24.69688268	26.11844614	25.61778322
N-.alpha.-Acetyl-L-ornithine_HN	24.17470131	25.07419098	24.0600436	26.38910822	24.10057041	24.02892063	24.2249091	22.63412888	25.22085496	23.67907419	22.2369489	25.74100395	24.9918168	25.10693775	22.39254032	24.75339164	23.10481047	23.80960594	24.65559746	24.25067902	22.88507301	24.11358434	25.16209023	24.75841235	23.44610094	25.83382205	25.76758918	22.63463205	23.12534818	22.74976612	24.18046696	23.28100974	22.70457919	22.42729149	27.02489909	22.96093633	26.33149937	22.54647772	23.60610157	24.96917138	24.89903462	27.57475204	25.19416091	24.52440206	22.35940071	26.18513974	26.71394431	26.94831707	22.83497772	24.11460112	24.03602414	22.28991205	24.91511127	23.78745501
N-Acetyl-D-glucosamine 6-phosphate_HN	23.62238392	24.73802677	24.47332991	24.41518644	24.87806837	24.9072197	24.14929797	24.89079185	24.61142926	23.5770111	23.76763713	25.15882854	24.4057309	24.29879316	24.58839903	23.03905334	24.3091865	24.84796339	24.44332083	23.92170451	24.18122752	24.03303682	24.99971083	25.28179582	23.2382485	25.26695759	24.3707192	24.3906284	23.91594699	23.8557772	24.27352981	24.0152619	24.6831472	24.08140604	24.91189353	24.60104102	24.65407246	24.52273091	24.98916782	24.27330921	25.20869033	25.05353435	24.72947412	24.8824615	24.64380609	24.54010333	24.39664399	25.13634091	23.50087252	24.75938771	24.1380898	23.90692887	24.85837454	25.13310407
N-Acetyl-L-methionine_HN	20.24968619	26.12131227	22.94570271	27.93305692	25.81424685	23.43308978	26.86046544	22.99883569	26.04595301	20.94842903	20.5610371	25.16940498	25.76199072	26.68607235	23.10574662	25.21976619	26.58168852	23.37306171	25.97028159	21.31893532	22.81923324	26.87914176	25.78879819	22.37418525	21.2826616	24.62093365	27.90201944	23.36375102	23.3553072	22.64635131	23.06849382	22.63779252	23.34732886	22.99097439	28.15899708	23.21486421	28.46234993	22.72415086	23.03045127	27.40345907	24.65406979	28.24035912	26.04100689	22.54893882	21.98681026	27.52890986	28.31162526	26.90279646	21.26086486	22.45716473	25.60223376	22.94809705	23.23859229	23.28904691
N-Acetyl-L-tyrosine_HN	19.01590162	21.25198867	19.16534139	22.96100364	21.24493271	23.60760515	22.63026713	19.69156966	22.94156982	20.25014968	20.51373869	20.34243518	23.8605124	23.84145419	19.60327665	24.83258419	23.32371462	23.44483308	22.62723585	19.08743065	20.76910432	24.94420135	21.44561683	19.3259614	19.93268794	20.44259596	24.37039546	20.11190374	20.71225216	20.36835664	19.11860789	21.56417382	20.08367848	20.81827207	21.41936603	20.17464776	23.80646881	19.85620668	19.61749697	24.42931057	19.82253613	20.59602252	22.65423753	19.59081813	20.38883813	22.66081981	22.95415654	20.95270772	20.60088937	19.40499363	24.13730253	20.98982027	19.37081152	19.96681591
N-Acetyl-valine_HN	23.41335578	24.2750771	25.79335408	25.989413	24.31846395	22.86015842	24.79807086	26.34963687	23.74831654	23.84742762	24.16269078	23.72540793	24.06872049	23.79208297	26.25009167	22.3586824	24.73191498	23.95368252	24.80134592	23.71225563	27.78697609	23.47189402	24.12548221	26.18894855	23.59126486	24.43995923	24.58356156	25.85874125	26.98947218	26.75673593	25.37020686	27.8540088	25.93518355	27.61612379	26.4530935	26.96896828	25.57505379	26.23494923	26.46791669	24.04585522	24.59802147	25.41221415	24.95032589	26.02349089	28.06454178	25.20910595	26.13066581	26.35526266	26.44238849	25.55095319	23.19920438	26.85829394	25.93953089	26.79518463
N-Acetylalanine_HN	21.91646053	22.8953907	21.15388801	24.68598731	22.81562083	23.42328836	22.56624852	21.05836853	23.6759776	21.34924713	22.06562977	21.99675658	24.34973229	24.16602542	20.73678724	24.30357199	23.59245855	23.29629659	22.85658738	20.96007009	21.39668372	24.25654038	22.58916852	21.98006236	20.88836603	22.87970134	24.78978496	21.12014424	21.20469851	21.95434047	20.5161196	20.65762802	20.88227643	21.47798957	24.08551787	21.76804789	24.6942305	21.66545191	21.49228395	24.61472834	22.54918953	24.17721899	23.76925275	22.69772354	20.15098304	24.31560376	24.7670166	23.43473223	21.49765282	19.66129232	23.98100961	20.84978121	21.40493852	22.55496601
N-Acetylglutamic acid_HN	17.03586707	24.51623776	18.90854987	25.52681487	23.87267737	23.88732237	24.07403314	20.81191341	25.60673265	21.78293746	17.25895896	23.54505447	25.81505906	25.06728532	18.99809619	24.56100141	23.4167568	23.23079592	23.86446127	21.45406742	21.83139002	24.89404919	23.6800873	22.180524	21.48475789	23.62471941	25.63515558	18.62374703	16.54095246	21.88800445	18.97455973	22.0883916	17.36633233	21.52270096	26.41717017	18.25607387	25.65882454	16.77859545	19.67114939	24.92978261	23.49484115	26.77844889	25.75167331	17.25965531	22.55393623	26.07357866	25.8881824	25.60394119	21.85541828	19.7067217	24.70595319	18.31010184	20.24263378	20.72904352
N-Acetylleucine_HN	19.71430098	21.12419243	21.26251001	24.71218065	21.52434778	20.98677698	22.17744733	20.7439519	23.41305851	21.4401634	20.62884145	20.891764	23.13005045	22.95078911	20.82862768	22.24989603	23.61978015	21.63244599	21.97162441	20.43384501	21.90782093	23.14020167	21.04793306	20.71644596	20.93052226	21.17885245	23.56300086	20.97613772	21.60337475	21.12632595	19.29432919	22.03631402	21.13540989	21.79747864	22.65742775	21.31345529	25.29219399	20.64229939	20.94263719	23.60312396	20.51185954	22.42988001	23.01282368	21.71715511	22.12619723	23.55950268	24.47673478	21.50644771	21.53472322	20.02241899	21.26472339	21.57768575	21.28533191	21.39123653
